Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":189,"column":1}}¿¿Program
1¿VariableDeclarator¿¿typeOf¿¿¿{"start":{"line":1,"column":4},"end":{"line":1,"column":37}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":13},"end":{"line":1,"column":37}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":13},"end":{"line":1,"column":20}}¿¿Identifier
4¿Literal¿string¿¿'lutils-typeof'¿¿{"start":{"line":1,"column":21},"end":{"line":1,"column":36}}¿¿Literal
5¿VariableDeclarator¿¿merge¿¿¿¿¿VariableDeclarator
6¿FunctionExpression¿¿anon¿¿¿{"start":{"line":6,"column":0},"end":{"line":12,"column":1}}¿¿FunctionExpression
7¿VariableDeclarator¿¿options¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":44}}¿¿VariableDeclarator
8¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":18},"end":{"line":7,"column":44}}¿¿CallExpression
9¿Identifier¿¿_parseArguments¿¿¿{"start":{"line":7,"column":18},"end":{"line":7,"column":33}}¿¿Identifier
10¿Identifier¿¿arguments¿¿¿{"start":{"line":7,"column":34},"end":{"line":7,"column":43}}¿¿Identifier
11¿VariableDeclarator¿¿v1¿¿¿¿¿VariableDeclarator
12¿MemberExpression¿¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":17}}¿¿MemberExpression
13¿Identifier¿¿options¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":11}}¿¿Identifier
14¿Identifier¿¿tests¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":17}}¿¿Identifier
15¿VariableDeclarator¿¿v2¿¿¿¿¿VariableDeclarator
16¿MemberExpression¿¿¿¿¿{"start":{"line":9,"column":26},"end":{"line":9,"column":37}}¿¿MemberExpression
17¿Identifier¿¿merge¿¿¿{"start":{"line":9,"column":26},"end":{"line":9,"column":31}}¿¿Identifier
18¿Identifier¿¿tests¿¿¿{"start":{"line":9,"column":32},"end":{"line":9,"column":37}}¿¿Identifier
19¿VariableDeclarator¿¿v3¿¿¿¿¿VariableDeclarator
20¿MemberExpression¿¿¿¿¿{"start":{"line":9,"column":26},"end":{"line":9,"column":43}}¿¿MemberExpression
21¿Identifier¿¿v2¿¿¿¿¿Identifier
22¿Identifier¿¿merge¿¿¿{"start":{"line":9,"column":38},"end":{"line":9,"column":43}}¿¿Identifier
23¿VariableDeclarator¿¿v4¿¿¿¿¿VariableDeclarator
24¿CallExpression¿¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":44}}¿¿CallExpression
25¿MemberExpression¿¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":25}}¿¿MemberExpression
26¿Identifier¿¿v1¿¿¿¿¿Identifier
27¿Identifier¿¿unshift¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":25}}¿¿Identifier
28¿Identifier¿¿v3¿¿¿¿¿Identifier
29¿ExpressionStatement¿¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":44}}¿¿ExpressionStatement
30¿Identifier¿¿v4¿¿¿¿¿Identifier
31¿VariableDeclarator¿¿v5¿¿¿¿¿VariableDeclarator
32¿CallExpression¿¿¿¿¿{"start":{"line":11,"column":11},"end":{"line":11,"column":28}}¿¿CallExpression
33¿Identifier¿¿_reducer¿¿¿{"start":{"line":11,"column":11},"end":{"line":11,"column":19}}¿¿Identifier
34¿Identifier¿¿options¿¿¿{"start":{"line":11,"column":20},"end":{"line":11,"column":27}}¿¿Identifier
35¿ReturnStatement¿¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":28}}¿¿ReturnStatement
36¿Identifier¿¿v5¿¿¿¿¿Identifier
37¿BlockStatement¿¿¿¿¿{"start":{"line":6,"column":17},"end":{"line":12,"column":1}}¿¿BlockStatement
38¿VariableDeclarator¿¿mergeBlack¿¿¿¿¿VariableDeclarator
39¿FunctionExpression¿¿anon¿¿¿{"start":{"line":17,"column":14},"end":{"line":23,"column":1}}¿¿FunctionExpression
40¿VariableDeclarator¿¿options¿¿¿{"start":{"line":18,"column":8},"end":{"line":18,"column":44}}¿¿VariableDeclarator
41¿CallExpression¿¿¿¿¿{"start":{"line":18,"column":18},"end":{"line":18,"column":44}}¿¿CallExpression
42¿Identifier¿¿_parseArguments¿¿¿{"start":{"line":18,"column":18},"end":{"line":18,"column":33}}¿¿Identifier
43¿Identifier¿¿arguments¿¿¿{"start":{"line":18,"column":34},"end":{"line":18,"column":43}}¿¿Identifier
44¿VariableDeclarator¿¿v6¿¿¿¿¿VariableDeclarator
45¿MemberExpression¿¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":17}}¿¿MemberExpression
46¿Identifier¿¿options¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":11}}¿¿Identifier
47¿Identifier¿¿tests¿¿¿{"start":{"line":20,"column":12},"end":{"line":20,"column":17}}¿¿Identifier
48¿VariableDeclarator¿¿v7¿¿¿¿¿VariableDeclarator
49¿MemberExpression¿¿¿¿¿{"start":{"line":20,"column":26},"end":{"line":20,"column":37}}¿¿MemberExpression
50¿Identifier¿¿merge¿¿¿{"start":{"line":20,"column":26},"end":{"line":20,"column":31}}¿¿Identifier
51¿Identifier¿¿tests¿¿¿{"start":{"line":20,"column":32},"end":{"line":20,"column":37}}¿¿Identifier
52¿VariableDeclarator¿¿v8¿¿¿¿¿VariableDeclarator
53¿MemberExpression¿¿¿¿¿{"start":{"line":20,"column":26},"end":{"line":20,"column":43}}¿¿MemberExpression
54¿Identifier¿¿v7¿¿¿¿¿Identifier
55¿Identifier¿¿black¿¿¿{"start":{"line":20,"column":38},"end":{"line":20,"column":43}}¿¿Identifier
56¿VariableDeclarator¿¿v9¿¿¿¿¿VariableDeclarator
57¿CallExpression¿¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":44}}¿¿CallExpression
58¿MemberExpression¿¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":25}}¿¿MemberExpression
59¿Identifier¿¿v6¿¿¿¿¿Identifier
60¿Identifier¿¿unshift¿¿¿{"start":{"line":20,"column":18},"end":{"line":20,"column":25}}¿¿Identifier
61¿Identifier¿¿v8¿¿¿¿¿Identifier
62¿ExpressionStatement¿¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":44}}¿¿ExpressionStatement
63¿Identifier¿¿v9¿¿¿¿¿Identifier
64¿VariableDeclarator¿¿v10¿¿¿¿¿VariableDeclarator
65¿CallExpression¿¿¿¿¿{"start":{"line":22,"column":11},"end":{"line":22,"column":28}}¿¿CallExpression
66¿Identifier¿¿_reducer¿¿¿{"start":{"line":22,"column":11},"end":{"line":22,"column":19}}¿¿Identifier
67¿Identifier¿¿options¿¿¿{"start":{"line":22,"column":20},"end":{"line":22,"column":27}}¿¿Identifier
68¿ReturnStatement¿¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":28}}¿¿ReturnStatement
69¿Identifier¿¿v10¿¿¿¿¿Identifier
70¿BlockStatement¿¿¿¿¿{"start":{"line":17,"column":36},"end":{"line":23,"column":1}}¿¿BlockStatement
71¿ExpressionStatement¿¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":23,"column":1}}¿¿ExpressionStatement
72¿AssignmentExpression¿=¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":23,"column":1}}¿¿AssignmentExpression
73¿MemberExpression¿¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":17,"column":11}}¿¿MemberExpression
74¿Identifier¿¿merge¿¿¿{"start":{"line":17,"column":0},"end":{"line":17,"column":5}}¿¿Identifier
75¿Identifier¿¿black¿¿¿{"start":{"line":17,"column":6},"end":{"line":17,"column":11}}¿¿Identifier
76¿Identifier¿¿mergeBlack¿¿¿¿¿Identifier
77¿VariableDeclarator¿¿mergeWhite¿¿¿¿¿VariableDeclarator
78¿FunctionExpression¿¿anon¿¿¿{"start":{"line":28,"column":14},"end":{"line":35,"column":1}}¿¿FunctionExpression
79¿VariableDeclarator¿¿options¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":44}}¿¿VariableDeclarator
80¿CallExpression¿¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":44}}¿¿CallExpression
