Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2826¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":386,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Program
2827¿VariableDeclarator¿¿4913¿express¿¿¿{"start":{"line":2,"column":6},"end":{"line":2,"column":34},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2828¿CallExpression¿¿4913¿¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":34},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2829¿Identifier¿¿4913¿require¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2830¿Literal¿string¿4913¿¿'express'¿¿{"start":{"line":2,"column":24},"end":{"line":2,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2831¿VariableDeclarator¿¿4913¿app¿¿¿{"start":{"line":3,"column":6},"end":{"line":3,"column":25},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2832¿CallExpression¿¿4913¿¿¿¿{"start":{"line":3,"column":16},"end":{"line":3,"column":25},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2833¿Identifier¿¿4913¿express¿¿¿{"start":{"line":3,"column":16},"end":{"line":3,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2834¿VariableDeclarator¿¿4913¿request¿¿¿{"start":{"line":4,"column":6},"end":{"line":4,"column":34},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2835¿CallExpression¿¿4913¿¿¿¿{"start":{"line":4,"column":16},"end":{"line":4,"column":34},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2836¿Identifier¿¿4913¿require¿¿¿{"start":{"line":4,"column":16},"end":{"line":4,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2837¿Literal¿string¿4913¿¿'request'¿¿{"start":{"line":4,"column":24},"end":{"line":4,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2838¿VariableDeclarator¿¿4913¿fs¿¿¿{"start":{"line":5,"column":6},"end":{"line":5,"column":29},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2839¿CallExpression¿¿4913¿¿¿¿{"start":{"line":5,"column":16},"end":{"line":5,"column":29},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2840¿Identifier¿¿4913¿require¿¿¿{"start":{"line":5,"column":16},"end":{"line":5,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2841¿Literal¿string¿4913¿¿'fs'¿¿{"start":{"line":5,"column":24},"end":{"line":5,"column":28},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2842¿VariableDeclarator¿¿4913¿crypto¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2843¿CallExpression¿¿4913¿¿¿¿{"start":{"line":6,"column":16},"end":{"line":6,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2844¿Identifier¿¿4913¿require¿¿¿{"start":{"line":6,"column":16},"end":{"line":6,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2845¿Literal¿string¿4913¿¿'crypto'¿¿{"start":{"line":6,"column":24},"end":{"line":6,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2846¿VariableDeclarator¿¿4913¿_¿¿¿{"start":{"line":7,"column":6},"end":{"line":7,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2847¿CallExpression¿¿4913¿¿¿¿{"start":{"line":7,"column":16},"end":{"line":7,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2848¿Identifier¿¿4913¿require¿¿¿{"start":{"line":7,"column":16},"end":{"line":7,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2849¿Literal¿string¿4913¿¿'lodash'¿¿{"start":{"line":7,"column":24},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2850¿VariableDeclarator¿¿4913¿colors¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2851¿CallExpression¿¿4913¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2852¿Identifier¿¿4913¿require¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2853¿Literal¿string¿4913¿¿'colors'¿¿{"start":{"line":8,"column":24},"end":{"line":8,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2854¿VariableDeclarator¿¿4913¿async¿¿¿{"start":{"line":9,"column":6},"end":{"line":9,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2855¿CallExpression¿¿4913¿¿¿¿{"start":{"line":9,"column":16},"end":{"line":9,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2856¿Identifier¿¿4913¿require¿¿¿{"start":{"line":9,"column":16},"end":{"line":9,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2857¿Literal¿string¿4913¿¿'async'¿¿{"start":{"line":9,"column":24},"end":{"line":9,"column":31},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2858¿VariableDeclarator¿¿4913¿tasks¿¿¿{"start":{"line":11,"column":4},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2859¿ArrayExpression¿¿4913¿¿¿¿{"start":{"line":11,"column":12},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿ArrayExpression
2860¿Identifier¿¿4913¿parseCommandLineArgs¿¿¿{"start":{"line":12,"column":2},"end":{"line":12,"column":22},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2861¿Identifier¿¿4913¿setupStorage¿¿¿{"start":{"line":13,"column":2},"end":{"line":13,"column":14},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2862¿Identifier¿¿4913¿loadSettings¿¿¿{"start":{"line":14,"column":2},"end":{"line":14,"column":14},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2863¿Identifier¿¿4913¿attachMiddleware¿¿¿{"start":{"line":15,"column":2},"end":{"line":15,"column":18},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2864¿Identifier¿¿4913¿handlePublish¿¿¿{"start":{"line":16,"column":2},"end":{"line":16,"column":15},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2865¿Identifier¿¿4913¿bindWebInterface¿¿¿{"start":{"line":17,"column":2},"end":{"line":17,"column":18},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2866¿Identifier¿¿4913¿handleUserRegistration¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":24},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2867¿Identifier¿¿4913¿proxyUpstreamRegistry¿¿¿{"start":{"line":19,"column":2},"end":{"line":19,"column":23},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2868¿Identifier¿¿4913¿startServer¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":13},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2869¿VariableDeclarator¿¿4913¿v308¿¿¿{"start":{"line":23,"column":23},"end":{"line":27,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2870¿FunctionExpression¿¿4913¿anon¿¿¿{"start":{"line":23,"column":23},"end":{"line":27,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿FunctionExpression
2871¿Identifier¿¿0¿e¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":33},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2872¿IfStatement¿¿4915¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":26,"column":3},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿IfStatement
2873¿Identifier¿¿4915¿e¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":7},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2874¿VariableDeclarator¿¿4915¿v306¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":39},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2875¿MemberExpression¿¿4915¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":39},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿MemberExpression
2876¿Literal¿string¿4915¿¿'startup error: '¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":35},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Literal
2877¿Identifier¿¿4915¿red¿¿¿{"start":{"line":25,"column":36},"end":{"line":25,"column":39},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2878¿VariableDeclarator¿¿4915¿v307¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":43},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2879¿CallExpression¿¿4915¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":43},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2880¿MemberExpression¿¿4915¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":17},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿MemberExpression
2881¿Identifier¿¿4915¿console¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":11},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2882¿Identifier¿¿4915¿error¿¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":17},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2883¿Identifier¿¿4915¿v306¿¿¿¿¿Identifier
2884¿Identifier¿¿4915¿e¿¿¿{"start":{"line":25,"column":41},"end":{"line":25,"column":42},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2885¿ExpressionStatement¿¿4915¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":44},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿ExpressionStatement
2886¿Identifier¿¿4915¿v307¿¿¿¿¿Identifier
2887¿BlockStatement¿¿4915¿¿¿¿{"start":{"line":24,"column":9},"end":{"line":26,"column":3},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿BlockStatement
2888¿BlockStatement¿¿4915¿¿¿¿{"start":{"line":23,"column":35},"end":{"line":27,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿BlockStatement
2889¿VariableDeclarator¿¿4913¿v309¿¿¿{"start":{"line":23,"column":0},"end":{"line":27,"column":2},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2890¿CallExpression¿¿4913¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":27,"column":2},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
2891¿MemberExpression¿¿4913¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":15},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿MemberExpression
2892¿Identifier¿¿4913¿async¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":5},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2893¿Identifier¿¿4913¿waterfall¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":15},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2894¿Identifier¿¿4913¿tasks¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":21},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2895¿Identifier¿¿4913¿v308¿¿¿¿¿Identifier
2896¿ExpressionStatement¿¿4913¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":27,"column":3},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿ExpressionStatement
2897¿Identifier¿¿4913¿v309¿¿¿¿¿Identifier
2898¿VariableDeclarator¿¿4913¿parseCommandLineArgs¿¿¿{"start":{"line":30,"column":0},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2899¿FunctionExpression¿¿4913¿anon¿¿¿{"start":{"line":30,"column":0},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿FunctionExpression
2900¿Identifier¿¿0¿callback¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":38},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿Identifier
2901¿VariableDeclarator¿¿4918¿v310¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿VariableDeclarator
2902¿CallExpression¿¿4918¿¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":32},"fname":"/datasets/vulcan-dataset/CWE-22/452/src/index.js"}¿¿CallExpression
