Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":32,"column":4}}¿¿Program
1¿VariableDeclarator¿¿http¿¿¿{"start":{"line":1,"column":4},"end":{"line":1,"column":26}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":26}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":18}}¿¿Identifier
4¿Literal¿string¿¿'http'¿¿{"start":{"line":1,"column":19},"end":{"line":1,"column":25}}¿¿Literal
5¿VariableDeclarator¿¿url¿¿¿{"start":{"line":2,"column":4},"end":{"line":2,"column":24}}¿¿VariableDeclarator
6¿CallExpression¿¿¿¿¿{"start":{"line":2,"column":10},"end":{"line":2,"column":24}}¿¿CallExpression
7¿Identifier¿¿require¿¿¿{"start":{"line":2,"column":10},"end":{"line":2,"column":17}}¿¿Identifier
8¿Literal¿string¿¿'url'¿¿{"start":{"line":2,"column":18},"end":{"line":2,"column":23}}¿¿Literal
9¿VariableDeclarator¿¿fs¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":22}}¿¿VariableDeclarator
10¿CallExpression¿¿¿¿¿{"start":{"line":3,"column":9},"end":{"line":3,"column":22}}¿¿CallExpression
11¿Identifier¿¿require¿¿¿{"start":{"line":3,"column":9},"end":{"line":3,"column":16}}¿¿Identifier
12¿Literal¿string¿¿'fs'¿¿{"start":{"line":3,"column":17},"end":{"line":3,"column":21}}¿¿Literal
13¿VariableDeclarator¿¿v13¿¿¿{"start":{"line":4,"column":6},"end":{"line":29,"column":1}}¿¿VariableDeclarator
14¿FunctionExpression¿¿anon¿¿¿{"start":{"line":4,"column":12},"end":{"line":29,"column":1}}¿¿FunctionExpression
15¿Identifier¿¿request¿¿¿{"start":{"line":4,"column":22},"end":{"line":4,"column":29}}¿¿Identifier
16¿Identifier¿¿response¿¿¿{"start":{"line":4,"column":31},"end":{"line":4,"column":39}}¿¿Identifier
17¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":5,"column":10},"end":{"line":5,"column":26}}¿¿VariableDeclarator
18¿MemberExpression¿¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":26}}¿¿MemberExpression
19¿Identifier¿¿request¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":22}}¿¿Identifier
20¿Identifier¿¿url¿¿¿{"start":{"line":5,"column":23},"end":{"line":5,"column":26}}¿¿Identifier
21¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":6,"column":10},"end":{"line":6,"column":28}}¿¿VariableDeclarator
22¿CallExpression¿¿¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":28}}¿¿CallExpression
23¿MemberExpression¿¿¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":24}}¿¿MemberExpression
24¿Identifier¿¿url¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":18}}¿¿Identifier
25¿Identifier¿¿parse¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":24}}¿¿Identifier
26¿Identifier¿¿v1¿¿¿{"start":{"line":6,"column":25},"end":{"line":6,"column":27}}¿¿Identifier
27¿VariableDeclarator¿¿v3¿¿¿{"start":{"line":7,"column":10},"end":{"line":7,"column":26}}¿¿VariableDeclarator
28¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":15},"end":{"line":7,"column":26}}¿¿MemberExpression
29¿Identifier¿¿v2¿¿¿{"start":{"line":7,"column":15},"end":{"line":7,"column":17}}¿¿Identifier
30¿Identifier¿¿pathname¿¿¿{"start":{"line":7,"column":18},"end":{"line":7,"column":26}}¿¿Identifier
31¿VariableDeclarator¿¿path¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":23}}¿¿VariableDeclarator
32¿BinaryExpression¿+¿¿¿¿{"start":{"line":8,"column":15},"end":{"line":8,"column":23}}¿¿BinaryExpression
33¿Literal¿string¿¿'.'¿¿{"start":{"line":8,"column":15},"end":{"line":8,"column":18}}¿¿Literal
34¿Identifier¿¿v3¿¿¿{"start":{"line":8,"column":21},"end":{"line":8,"column":23}}¿¿Identifier
35¿VariableDeclarator¿¿v4¿¿¿{"start":{"line":9,"column":10},"end":{"line":9,"column":46}}¿¿VariableDeclarator
36¿ObjectExpression¿¿¿¿¿{"start":{"line":9,"column":15},"end":{"line":9,"column":46}}¿¿ObjectExpression
37¿Property¿¿¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":44}}¿¿Property
38¿Literal¿string¿¿'content-type'¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":31}}¿¿Literal
39¿Literal¿string¿¿'text/html'¿¿{"start":{"line":9,"column":33},"end":{"line":9,"column":44}}¿¿Literal
40¿VariableDeclarator¿¿v5¿¿¿{"start":{"line":10,"column":10},"end":{"line":10,"column":44}}¿¿VariableDeclarator
41¿CallExpression¿¿¿¿¿{"start":{"line":10,"column":15},"end":{"line":10,"column":44}}¿¿CallExpression
42¿MemberExpression¿¿¿¿¿{"start":{"line":10,"column":15},"end":{"line":10,"column":33}}¿¿MemberExpression
43¿Identifier¿¿response¿¿¿{"start":{"line":10,"column":15},"end":{"line":10,"column":23}}¿¿Identifier
44¿Identifier¿¿writeHead¿¿¿{"start":{"line":10,"column":24},"end":{"line":10,"column":33}}¿¿Identifier
45¿Literal¿string¿¿'200'¿¿{"start":{"line":10,"column":34},"end":{"line":10,"column":39}}¿¿Literal
46¿Identifier¿¿v4¿¿¿{"start":{"line":10,"column":41},"end":{"line":10,"column":43}}¿¿Identifier
47¿ExpressionStatement¿¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":7}}¿¿ExpressionStatement
48¿Identifier¿¿v5¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":6}}¿¿Identifier
49¿VariableDeclarator¿¿v6¿¿¿{"start":{"line":12,"column":10},"end":{"line":12,"column":57}}¿¿VariableDeclarator
50¿CallExpression¿¿¿¿¿{"start":{"line":12,"column":15},"end":{"line":12,"column":57}}¿¿CallExpression
51¿MemberExpression¿¿¿¿¿{"start":{"line":12,"column":15},"end":{"line":12,"column":29}}¿¿MemberExpression
52¿Identifier¿¿response¿¿¿{"start":{"line":12,"column":15},"end":{"line":12,"column":23}}¿¿Identifier
53¿Identifier¿¿write¿¿¿{"start":{"line":12,"column":24},"end":{"line":12,"column":29}}¿¿Identifier
54¿Literal¿string¿¿'<meta charset=\'utf-8\'>'¿¿{"start":{"line":12,"column":30},"end":{"line":12,"column":56}}¿¿Literal
55¿ExpressionStatement¿¿¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":7}}¿¿ExpressionStatement
56¿Identifier¿¿v6¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":6}}¿¿Identifier
57¿VariableDeclarator¿¿v11¿¿¿{"start":{"line":14,"column":10},"end":{"line":26,"column":5}}¿¿VariableDeclarator
58¿FunctionExpression¿¿anon¿¿¿{"start":{"line":14,"column":16},"end":{"line":26,"column":5}}¿¿FunctionExpression
59¿Identifier¿¿error¿¿¿{"start":{"line":14,"column":26},"end":{"line":14,"column":31}}¿¿Identifier
60¿Identifier¿¿file¿¿¿{"start":{"line":14,"column":33},"end":{"line":14,"column":37}}¿¿Identifier
61¿IfStatement¿¿¿¿¿{"start":{"line":15,"column":8},"end":{"line":25,"column":9}}¿¿IfStatement
62¿Identifier¿¿error¿¿¿{"start":{"line":15,"column":12},"end":{"line":15,"column":17}}¿¿Identifier
63¿VariableDeclarator¿¿v7¿¿¿{"start":{"line":16,"column":18},"end":{"line":16,"column":63}}¿¿VariableDeclarator
64¿CallExpression¿¿¿¿¿{"start":{"line":16,"column":23},"end":{"line":16,"column":63}}¿¿CallExpression
65¿MemberExpression¿¿¿¿¿{"start":{"line":16,"column":23},"end":{"line":16,"column":37}}¿¿MemberExpression
66¿Identifier¿¿response¿¿¿{"start":{"line":16,"column":23},"end":{"line":16,"column":31}}¿¿Identifier
67¿Identifier¿¿write¿¿¿{"start":{"line":16,"column":32},"end":{"line":16,"column":37}}¿¿Identifier
