Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":15,"column":20}}¿¿Program
1¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":1,"column":6},"end":{"line":1,"column":35}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":35}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":18}}¿¿Identifier
4¿Literal¿string¿¿'child_process'¿¿{"start":{"line":1,"column":19},"end":{"line":1,"column":34}}¿¿Literal
5¿VariableDeclarator¿¿exec¿¿¿{"start":{"line":2,"column":4},"end":{"line":2,"column":18}}¿¿VariableDeclarator
6¿MemberExpression¿¿¿¿¿{"start":{"line":2,"column":11},"end":{"line":2,"column":18}}¿¿MemberExpression
7¿Identifier¿¿v1¿¿¿{"start":{"line":2,"column":11},"end":{"line":2,"column":13}}¿¿Identifier
8¿Identifier¿¿exec¿¿¿{"start":{"line":2,"column":14},"end":{"line":2,"column":18}}¿¿Identifier
9¿VariableDeclarator¿¿path¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":26}}¿¿VariableDeclarator
10¿CallExpression¿¿¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":26}}¿¿CallExpression
11¿Identifier¿¿require¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":18}}¿¿Identifier
12¿Literal¿string¿¿'path'¿¿{"start":{"line":3,"column":19},"end":{"line":3,"column":25}}¿¿Literal
13¿VariableDeclarator¿¿v7¿¿¿{"start":{"line":4,"column":6},"end":{"line":14,"column":1}}¿¿VariableDeclarator
14¿FunctionExpression¿¿anon¿¿¿{"start":{"line":4,"column":11},"end":{"line":14,"column":1}}¿¿FunctionExpression
15¿Identifier¿¿inPath¿¿¿{"start":{"line":4,"column":21},"end":{"line":4,"column":27}}¿¿Identifier
16¿Identifier¿¿outPath¿¿¿{"start":{"line":4,"column":29},"end":{"line":4,"column":36}}¿¿Identifier
17¿Identifier¿¿done¿¿¿{"start":{"line":4,"column":38},"end":{"line":4,"column":42}}¿¿Identifier
18¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":5,"column":10},"end":{"line":5,"column":42}}¿¿VariableDeclarator
19¿BinaryExpression¿+¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":42}}¿¿BinaryExpression
20¿Literal¿string¿¿'ogr2ogr -f KML '¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":32}}¿¿Literal
21¿Identifier¿¿outPath¿¿¿{"start":{"line":5,"column":35},"end":{"line":5,"column":42}}¿¿Identifier
22¿VariableDeclarator¿¿v3¿¿¿{"start":{"line":6,"column":10},"end":{"line":6,"column":23}}¿¿VariableDeclarator
23¿BinaryExpression¿+¿¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":23}}¿¿BinaryExpression
24¿Identifier¿¿v2¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":17}}¿¿Identifier
25¿Literal¿string¿¿' '¿¿{"start":{"line":6,"column":20},"end":{"line":6,"column":23}}¿¿Literal
26¿VariableDeclarator¿¿ogrCommand¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":32}}¿¿VariableDeclarator
27¿BinaryExpression¿+¿¿¿¿{"start":{"line":7,"column":21},"end":{"line":7,"column":32}}¿¿BinaryExpression
28¿Identifier¿¿v3¿¿¿{"start":{"line":7,"column":21},"end":{"line":7,"column":23}}¿¿Identifier
29¿Identifier¿¿inPath¿¿¿{"start":{"line":7,"column":26},"end":{"line":7,"column":32}}¿¿Identifier
30¿VariableDeclarator¿¿v5¿¿¿{"start":{"line":8,"column":10},"end":{"line":11,"column":5}}¿¿VariableDeclarator
31¿FunctionExpression¿¿anon¿¿¿{"start":{"line":8,"column":15},"end":{"line":11,"column":5}}¿¿FunctionExpression
32¿Identifier¿¿err¿¿¿{"start":{"line":8,"column":25},"end":{"line":8,"column":28}}¿¿Identifier
33¿Identifier¿¿stdout¿¿¿{"start":{"line":8,"column":30},"end":{"line":8,"column":36}}¿¿Identifier
34¿Identifier¿¿stderr¿¿¿{"start":{"line":8,"column":38},"end":{"line":8,"column":44}}¿¿Identifier
35¿VariableDeclarator¿¿v4¿¿¿{"start":{"line":9,"column":14},"end":{"line":9,"column":28}}¿¿VariableDeclarator
36¿CallExpression¿¿¿¿¿{"start":{"line":9,"column":19},"end":{"line":9,"column":28}}¿¿CallExpression
37¿Identifier¿¿done¿¿¿{"start":{"line":9,"column":19},"end":{"line":9,"column":23}}¿¿Identifier
38¿Identifier¿¿err¿¿¿{"start":{"line":9,"column":24},"end":{"line":9,"column":27}}¿¿Identifier
39¿ExpressionStatement¿¿¿¿¿{"start":{"line":10,"column":8},"end":{"line":10,"column":11}}¿¿ExpressionStatement
40¿Identifier¿¿v4¿¿¿{"start":{"line":10,"column":8},"end":{"line":10,"column":10}}¿¿Identifier
41¿BlockStatement¿¿¿¿¿{"start":{"line":8,"column":46},"end":{"line":11,"column":5}}¿¿BlockStatement
42¿VariableDeclarator¿¿v6¿¿¿{"start":{"line":12,"column":10},"end":{"line":12,"column":35}}¿¿VariableDeclarator
43¿CallExpression¿¿¿¿¿{"start":{"line":12,"column":15},"end":{"line":12,"column":35}}¿¿CallExpression
44¿Identifier¿¿exec¿¿¿{"start":{"line":12,"column":15},"end":{"line":12,"column":19}}¿¿Identifier
45¿Identifier¿¿ogrCommand¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":30}}¿¿Identifier
46¿Identifier¿¿v5¿¿¿{"start":{"line":12,"column":32},"end":{"line":12,"column":34}}¿¿Identifier
47¿ExpressionStatement¿¿¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":7}}¿¿ExpressionStatement
48¿Identifier¿¿v6¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":6}}¿¿Identifier
49¿BlockStatement¿¿¿¿¿{"start":{"line":4,"column":44},"end":{"line":14,"column":1}}¿¿BlockStatement
50¿ExpressionStatement¿¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":15,"column":20}}¿¿ExpressionStatement
51¿AssignmentExpression¿=¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":15,"column":19}}¿¿AssignmentExpression
52¿MemberExpression¿¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":15,"column":14}}¿¿MemberExpression
53¿Identifier¿¿module¿¿¿{"start":{"line":15,"column":0},"end":{"line":15,"column":6}}¿¿Identifier
54¿Identifier¿¿exports¿¿¿{"start":{"line":15,"column":7},"end":{"line":15,"column":14}}¿¿Identifier
55¿Identifier¿¿v7¿¿¿{"start":{"line":15,"column":17},"end":{"line":15,"column":19}}¿¿Identifier
56¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
57¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
58¿CFG_F_START¿¿14_anon¿¿¿¿¿CFG_F_START
59¿CFG_F_END¿¿14_anon¿¿¿¿¿CFG_F_END
60¿CFG_F_START¿¿31_anon¿¿¿¿¿CFG_F_START
61¿CFG_F_END¿¿31_anon¿¿¿¿¿CFG_F_END
62¿TAINT_SOURCE¿¿¿¿¿¿¿TAINT_SOURCE
63¿PDG_OBJECT¿¿56.v1-o1¿¿¿¿¿PDG_OBJECT
64¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
65¿PDG_OBJECT¿¿56.v1.exec-o2¿¿¿¿¿PDG_OBJECT
66¿PDG_OBJECT¿¿56.path-o3¿¿¿¿¿PDG_OBJECT
67¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
68¿PDG_OBJECT¿¿58.this-o4¿¿¿¿¿PDG_OBJECT
69¿PDG_OBJECT¿¿58.inPath-o5¿¿¿¿¿PDG_OBJECT
70¿PDG_OBJECT¿¿58.outPath-o6¿¿¿¿¿PDG_OBJECT
71¿PDG_OBJECT¿¿58.done-o7¿¿¿¿¿PDG_OBJECT
72¿PDG_OBJECT¿¿56.v7-o8¿¿¿¿¿PDG_OBJECT
73¿PDG_OBJECT¿¿56.module-o9¿¿¿¿¿PDG_OBJECT
74¿PDG_OBJECT¿¿56.module.exports-o10¿¿¿¿¿PDG_OBJECT
75¿PDG_OBJECT¿¿58.v2-o11¿¿¿¿¿PDG_OBJECT
76¿PDG_OBJECT¿¿58.v3-o12¿¿¿¿¿PDG_OBJECT
