Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1104¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":158,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Program
1105¿VariableDeclarator¿¿1882¿v97¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿VariableDeclarator
1106¿CallExpression¿¿1882¿¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿CallExpression
1107¿Identifier¿¿1882¿require¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Identifier
1108¿Literal¿string¿1882¿¿'es6-promise'¿¿{"start":{"line":3,"column":22},"end":{"line":3,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Literal
1109¿VariableDeclarator¿¿1882¿Promise¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿VariableDeclarator
1110¿MemberExpression¿¿1882¿¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿MemberExpression
1111¿Identifier¿¿1882¿v97¿¿¿¿¿Identifier
1112¿Identifier¿¿1882¿Promise¿¿¿{"start":{"line":3,"column":37},"end":{"line":3,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Identifier
1113¿VariableDeclarator¿¿1882¿path¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿VariableDeclarator
1114¿CallExpression¿¿1882¿¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿CallExpression
1115¿Identifier¿¿1882¿require¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Identifier
1116¿Literal¿string¿1882¿¿'path'¿¿{"start":{"line":5,"column":19},"end":{"line":5,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Literal
1117¿VariableDeclarator¿¿1882¿fs¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿VariableDeclarator
1118¿CallExpression¿¿1882¿¿¿¿{"start":{"line":6,"column":11},"end":{"line":6,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿CallExpression
1119¿Identifier¿¿1882¿require¿¿¿{"start":{"line":6,"column":11},"end":{"line":6,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Identifier
1120¿Literal¿string¿1882¿¿'fs'¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/670/src/index.js"}¿¿Literal
