Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":28,"column":23}}¿¿Program
1¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":1,"column":6},"end":{"line":1,"column":35}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":35}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":18}}¿¿Identifier
4¿Literal¿string¿¿'child_process'¿¿{"start":{"line":1,"column":19},"end":{"line":1,"column":34}}¿¿Literal
5¿VariableDeclarator¿¿exec¿¿¿{"start":{"line":2,"column":6},"end":{"line":2,"column":20}}¿¿VariableDeclarator
6¿MemberExpression¿¿¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":20}}¿¿MemberExpression
7¿Identifier¿¿v1¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":15}}¿¿Identifier
8¿Identifier¿¿exec¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":20}}¿¿Identifier
9¿VariableDeclarator¿¿COMMANDS¿¿¿{"start":{"line":3,"column":6},"end":{"line":3,"column":19}}¿¿VariableDeclarator
10¿ObjectExpression¿¿¿¿¿{"start":{"line":3,"column":17},"end":{"line":3,"column":19}}¿¿ObjectExpression
11¿ExpressionStatement¿¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":4,"column":25}}¿¿ExpressionStatement
12¿AssignmentExpression¿=¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":4,"column":24}}¿¿AssignmentExpression
13¿MemberExpression¿¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":4,"column":15}}¿¿MemberExpression
14¿Identifier¿¿COMMANDS¿¿¿{"start":{"line":4,"column":0},"end":{"line":4,"column":8}}¿¿Identifier
15¿Identifier¿¿darwin¿¿¿{"start":{"line":4,"column":9},"end":{"line":4,"column":15}}¿¿Identifier
16¿Literal¿string¿¿'open'¿¿{"start":{"line":4,"column":18},"end":{"line":4,"column":24}}¿¿Literal
17¿ExpressionStatement¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":5,"column":28}}¿¿ExpressionStatement
18¿AssignmentExpression¿=¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":5,"column":27}}¿¿AssignmentExpression
19¿MemberExpression¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":5,"column":14}}¿¿MemberExpression
20¿Identifier¿¿COMMANDS¿¿¿{"start":{"line":5,"column":0},"end":{"line":5,"column":8}}¿¿Identifier
21¿Identifier¿¿win32¿¿¿{"start":{"line":5,"column":9},"end":{"line":5,"column":14}}¿¿Identifier
22¿Literal¿string¿¿'start ""'¿¿{"start":{"line":5,"column":17},"end":{"line":5,"column":27}}¿¿Literal
23¿ExpressionStatement¿¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":6,"column":28}}¿¿ExpressionStatement
24¿AssignmentExpression¿=¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":6,"column":27}}¿¿AssignmentExpression
25¿MemberExpression¿¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":6,"column":14}}¿¿MemberExpression
26¿Identifier¿¿COMMANDS¿¿¿{"start":{"line":6,"column":0},"end":{"line":6,"column":8}}¿¿Identifier
27¿Identifier¿¿win64¿¿¿{"start":{"line":6,"column":9},"end":{"line":6,"column":14}}¿¿Identifier
28¿Literal¿string¿¿'start ""'¿¿{"start":{"line":6,"column":17},"end":{"line":6,"column":27}}¿¿Literal
29¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":7,"column":6},"end":{"line":7,"column":27}}¿¿VariableDeclarator
30¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":11},"end":{"line":7,"column":27}}¿¿MemberExpression
31¿Identifier¿¿process¿¿¿{"start":{"line":7,"column":11},"end":{"line":7,"column":18}}¿¿Identifier
32¿Identifier¿¿platform¿¿¿{"start":{"line":7,"column":19},"end":{"line":7,"column":27}}¿¿Identifier
33¿VariableDeclarator¿¿v3¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":23}}¿¿VariableDeclarator
34¿MemberExpression¿computed¿¿¿¿{"start":{"line":8,"column":11},"end":{"line":8,"column":23}}¿¿MemberExpression
35¿Identifier¿¿COMMANDS¿¿¿{"start":{"line":8,"column":11},"end":{"line":8,"column":19}}¿¿Identifier
36¿Identifier¿¿v2¿¿¿{"start":{"line":8,"column":20},"end":{"line":8,"column":22}}¿¿Identifier
37¿VariableDeclarator¿¿command¿¿¿{"start":{"line":9,"column":6},"end":{"line":9,"column":32}}¿¿VariableDeclarator
38¿LogicalExpression¿||¿¿¿¿{"start":{"line":9,"column":16},"end":{"line":9,"column":32}}¿¿LogicalExpression
39¿Identifier¿¿v3¿¿¿{"start":{"line":9,"column":16},"end":{"line":9,"column":18}}¿¿Identifier
40¿Literal¿string¿¿'xdg-open'¿¿{"start":{"line":9,"column":22},"end":{"line":9,"column":32}}¿¿Literal
41¿VariableDeclarator¿¿xopen¿¿¿{"start":{"line":10,"column":6},"end":{"line":27,"column":1}}¿¿VariableDeclarator
