Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":24,"column":21}}¿¿Program
1¿VariableDeclarator¿¿fs¿¿¿{"start":{"line":1,"column":4},"end":{"line":1,"column":22}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":9},"end":{"line":1,"column":22}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":9},"end":{"line":1,"column":16}}¿¿Identifier
4¿Literal¿string¿¿'fs'¿¿{"start":{"line":1,"column":17},"end":{"line":1,"column":21}}¿¿Literal
5¿VariableDeclarator¿¿v10¿¿¿{"start":{"line":2,"column":6},"end":{"line":23,"column":1}}¿¿VariableDeclarator
6¿FunctionExpression¿¿anon¿¿¿{"start":{"line":2,"column":12},"end":{"line":23,"column":1}}¿¿FunctionExpression
7¿Identifier¿¿path¿¿¿{"start":{"line":2,"column":22},"end":{"line":2,"column":26}}¿¿Identifier
8¿VariableDeclarator¿¿v9¿¿¿{"start":{"line":3,"column":10},"end":{"line":21,"column":5}}¿¿VariableDeclarator
9¿FunctionExpression¿¿anon¿¿¿{"start":{"line":3,"column":15},"end":{"line":21,"column":5}}¿¿FunctionExpression
10¿Identifier¿¿req¿¿¿{"start":{"line":3,"column":25},"end":{"line":3,"column":28}}¿¿Identifier
11¿Identifier¿¿res¿¿¿{"start":{"line":3,"column":30},"end":{"line":3,"column":33}}¿¿Identifier
12¿Identifier¿¿next¿¿¿{"start":{"line":3,"column":35},"end":{"line":3,"column":39}}¿¿Identifier
13¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":4,"column":14},"end":{"line":4,"column":26}}¿¿VariableDeclarator
14¿MemberExpression¿¿¿¿¿{"start":{"line":4,"column":19},"end":{"line":4,"column":26}}¿¿MemberExpression
15¿Identifier¿¿req¿¿¿{"start":{"line":4,"column":19},"end":{"line":4,"column":22}}¿¿Identifier
16¿Identifier¿¿url¿¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":26}}¿¿Identifier
17¿VariableDeclarator¿¿filePath¿¿¿{"start":{"line":5,"column":12},"end":{"line":5,"column":32}}¿¿VariableDeclarator
18¿BinaryExpression¿+¿¿¿¿{"start":{"line":5,"column":23},"end":{"line":5,"column":32}}¿¿BinaryExpression
19¿Identifier¿¿path¿¿¿{"start":{"line":5,"column":23},"end":{"line":5,"column":27}}¿¿Identifier
20¿Identifier¿¿v1¿¿¿{"start":{"line":5,"column":30},"end":{"line":5,"column":32}}¿¿Identifier
21¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":6,"column":14},"end":{"line":6,"column":40}}¿¿VariableDeclarator
22¿CallExpression¿¿¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":40}}¿¿CallExpression
23¿MemberExpression¿¿¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":30}}¿¿MemberExpression
24¿Identifier¿¿console¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":26}}¿¿Identifier
25¿Identifier¿¿log¿¿¿{"start":{"line":6,"column":27},"end":{"line":6,"column":30}}¿¿Identifier
26¿Identifier¿¿filePath¿¿¿{"start":{"line":6,"column":31},"end":{"line":6,"column":39}}¿¿Identifier
27¿ExpressionStatement¿¿¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":11}}¿¿ExpressionStatement
28¿Identifier¿¿v2¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":10}}¿¿Identifier
29¿VariableDeclarator¿¿v7¿¿¿{"start":{"line":8,"column":14},"end":{"line":18,"column":9}}¿¿VariableDeclarator
30¿FunctionExpression¿¿anon¿¿¿{"start":{"line":8,"column":19},"end":{"line":18,"column":9}}¿¿FunctionExpression
