Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1167¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":101,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Program
1168¿VariableDeclarator¿¿2055¿Promise¿¿¿{"start":{"line":1,"column":6},"end":{"line":1,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1169¿CallExpression¿¿2055¿¿¿¿{"start":{"line":1,"column":16},"end":{"line":1,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿CallExpression
1170¿Identifier¿¿2055¿require¿¿¿{"start":{"line":1,"column":16},"end":{"line":1,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1171¿Literal¿string¿2055¿¿'bluebird'¿¿{"start":{"line":1,"column":24},"end":{"line":1,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1172¿VariableDeclarator¿¿2055¿v126¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿2055¿¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿CallExpression
1174¿Identifier¿¿2055¿require¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1175¿Literal¿string¿2055¿¿'child_process'¿¿{"start":{"line":2,"column":21},"end":{"line":2,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1176¿VariableDeclarator¿¿2055¿exec¿¿¿{"start":{"line":2,"column":6},"end":{"line":2,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1177¿MemberExpression¿¿2055¿¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿MemberExpression
1178¿Identifier¿¿2055¿v126¿¿¿¿¿Identifier
1179¿Identifier¿¿2055¿exec¿¿¿{"start":{"line":2,"column":38},"end":{"line":2,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1180¿VariableDeclarator¿exported¿2055¿v178¿¿¿{"start":{"line":5,"column":10},"end":{"line":35,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1181¿FunctionExpression¿¿2055¿anon¿¿¿{"start":{"line":5,"column":10},"end":{"line":35,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿FunctionExpression
1182¿Identifier¿¿0¿packages¿¿¿{"start":{"line":5,"column":19},"end":{"line":5,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1183¿Identifier¿¿0¿opts¿¿¿{"start":{"line":5,"column":29},"end":{"line":5,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1184¿VariableDeclarator¿¿2057¿v127¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1185¿MemberExpression¿¿2057¿¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿MemberExpression
1186¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1187¿Identifier¿¿2057¿length¿¿¿{"start":{"line":6,"column":14},"end":{"line":6,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1188¿VariableDeclarator¿¿2057¿v128¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1189¿BinaryExpression¿==¿2057¿¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿BinaryExpression
1190¿Identifier¿¿2057¿v127¿¿¿¿¿Identifier
1191¿Literal¿number¿2057¿¿0¿¿{"start":{"line":6,"column":24},"end":{"line":6,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1192¿VariableDeclarator¿¿2057¿v129¿¿¿{"start":{"line":6,"column":29},"end":{"line":6,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1193¿UnaryExpression¿!¿2057¿¿¿¿{"start":{"line":6,"column":29},"end":{"line":6,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿UnaryExpression
1194¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":6,"column":30},"end":{"line":6,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1195¿VariableDeclarator¿¿2057¿v130¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1196¿LogicalExpression¿||¿2057¿¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿LogicalExpression
1197¿Identifier¿¿2057¿v128¿¿¿¿¿Identifier
1198¿Identifier¿¿2057¿v129¿¿¿¿¿Identifier
1199¿VariableDeclarator¿¿2057¿v131¿¿¿{"start":{"line":6,"column":43},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1200¿MemberExpression¿¿2057¿¿¿¿{"start":{"line":6,"column":43},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":6,"column":43},"end":{"line":6,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1202¿Identifier¿¿2057¿length¿¿¿{"start":{"line":6,"column":52},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1203¿VariableDeclarator¿¿2057¿v132¿¿¿{"start":{"line":6,"column":42},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1204¿UnaryExpression¿!¿2057¿¿¿¿{"start":{"line":6,"column":42},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿UnaryExpression
1205¿Identifier¿¿2057¿v131¿¿¿¿¿Identifier
1206¿VariableDeclarator¿¿2057¿v133¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1207¿LogicalExpression¿||¿2057¿¿¿¿{"start":{"line":6,"column":5},"end":{"line":6,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿LogicalExpression
1208¿Identifier¿¿2057¿v130¿¿¿¿¿Identifier
1209¿Identifier¿¿2057¿v132¿¿¿¿¿Identifier
1210¿IfStatement¿¿2057¿¿¿¿{"start":{"line":6,"column":2},"end":{"line":6,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿IfStatement
1211¿Identifier¿¿2057¿v133¿¿¿¿¿Identifier
1212¿VariableDeclarator¿¿2057¿v134¿¿¿{"start":{"line":6,"column":67},"end":{"line":6,"column":102},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1213¿CallExpression¿¿2057¿¿¿¿{"start":{"line":6,"column":67},"end":{"line":6,"column":102},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿CallExpression
1214¿MemberExpression¿¿2057¿¿¿¿{"start":{"line":6,"column":67},"end":{"line":6,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿MemberExpression
1215¿Identifier¿¿2057¿Promise¿¿¿{"start":{"line":6,"column":67},"end":{"line":6,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1216¿Identifier¿¿2057¿reject¿¿¿{"start":{"line":6,"column":75},"end":{"line":6,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1217¿Literal¿string¿2057¿¿'No packages found'¿¿{"start":{"line":6,"column":82},"end":{"line":6,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1218¿ReturnStatement¿¿2057¿¿¿¿{"start":{"line":6,"column":60},"end":{"line":6,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿ReturnStatement
1219¿Identifier¿¿2057¿v134¿¿¿¿¿Identifier
1220¿BlockStatement¿¿2057¿¿¿¿{"start":{"line":6,"column":59},"end":{"line":6,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿BlockStatement
1221¿VariableDeclarator¿¿2057¿v135¿¿¿{"start":{"line":7,"column":5},"end":{"line":7,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1222¿UnaryExpression¿typeof¿2057¿¿¿¿{"start":{"line":7,"column":5},"end":{"line":7,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿UnaryExpression
1223¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":7,"column":12},"end":{"line":7,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1224¿VariableDeclarator¿¿2057¿v136¿¿¿{"start":{"line":7,"column":5},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1225¿BinaryExpression¿==¿2057¿¿¿¿{"start":{"line":7,"column":5},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿BinaryExpression
1226¿Identifier¿¿2057¿v135¿¿¿¿¿Identifier
1227¿Literal¿string¿2057¿¿'string'¿¿{"start":{"line":7,"column":24},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1228¿IfStatement¿¿2057¿¿¿¿{"start":{"line":7,"column":2},"end":{"line":7,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿IfStatement
1229¿Identifier¿¿2057¿v136¿¿¿¿¿Identifier
1230¿ExpressionStatement¿¿2057¿¿¿¿{"start":{"line":7,"column":34},"end":{"line":7,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿ExpressionStatement
1231¿AssignmentExpression¿=¿2057¿¿¿¿{"start":{"line":7,"column":34},"end":{"line":7,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿AssignmentExpression
1232¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":7,"column":34},"end":{"line":7,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1233¿ArrayExpression¿¿2057¿¿¿¿{"start":{"line":7,"column":45},"end":{"line":7,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿ArrayExpression
1234¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":7,"column":46},"end":{"line":7,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1235¿BlockStatement¿¿2057¿¿¿¿¿¿BlockStatement
1236¿VariableDeclarator¿¿2057¿v137¿¿¿{"start":{"line":8,"column":5},"end":{"line":8,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1237¿UnaryExpression¿!¿2057¿¿¿¿{"start":{"line":8,"column":5},"end":{"line":8,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿UnaryExpression
1238¿Identifier¿¿2057¿opts¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1239¿IfStatement¿¿2057¿¿¿¿{"start":{"line":8,"column":2},"end":{"line":8,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿IfStatement
1240¿Identifier¿¿2057¿v137¿¿¿¿¿Identifier
1241¿ExpressionStatement¿¿2057¿¿¿¿{"start":{"line":8,"column":12},"end":{"line":8,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿ExpressionStatement
1242¿AssignmentExpression¿=¿2057¿¿¿¿{"start":{"line":8,"column":12},"end":{"line":8,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿AssignmentExpression
1243¿Identifier¿¿2057¿opts¿¿¿{"start":{"line":8,"column":12},"end":{"line":8,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1244¿ObjectExpression¿¿2057¿¿¿¿¿¿ObjectExpression
1245¿BlockStatement¿¿2057¿¿¿¿¿¿BlockStatement
1246¿VariableDeclarator¿¿2057¿v138¿¿¿{"start":{"line":9,"column":35},"end":{"line":9,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1247¿CallExpression¿¿2057¿¿¿¿{"start":{"line":9,"column":35},"end":{"line":9,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿CallExpression
1248¿MemberExpression¿¿2057¿¿¿¿{"start":{"line":9,"column":35},"end":{"line":9,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿MemberExpression
1249¿Identifier¿¿2057¿packages¿¿¿{"start":{"line":9,"column":35},"end":{"line":9,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1250¿Identifier¿¿2057¿join¿¿¿{"start":{"line":9,"column":44},"end":{"line":9,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Identifier
1251¿Literal¿string¿2057¿¿' '¿¿{"start":{"line":9,"column":49},"end":{"line":9,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1252¿VariableDeclarator¿¿2057¿v139¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1253¿BinaryExpression¿+¿2057¿¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿BinaryExpression
1254¿Literal¿string¿2057¿¿'npm install '¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1255¿Identifier¿¿2057¿v138¿¿¿¿¿Identifier
1256¿VariableDeclarator¿¿2057¿v140¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1257¿BinaryExpression¿+¿2057¿¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿BinaryExpression
1258¿Identifier¿¿2057¿v139¿¿¿¿¿Identifier
1259¿Literal¿string¿2057¿¿' '¿¿{"start":{"line":9,"column":56},"end":{"line":9,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿Literal
1260¿VariableDeclarator¿¿2057¿v141¿¿¿{"start":{"line":10,"column":5},"end":{"line":10,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿VariableDeclarator
1261¿MemberExpression¿¿2057¿¿¿¿{"start":{"line":10,"column":5},"end":{"line":10,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1507/src/index.js"}¿¿MemberExpression
