Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
696¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Program
697¿VariableDeclarator¿¿1194¿GitHubApi¿¿¿{"start":{"line":1,"column":6},"end":{"line":1,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿VariableDeclarator
698¿CallExpression¿¿1194¿¿¿¿{"start":{"line":1,"column":18},"end":{"line":1,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿CallExpression
699¿Identifier¿¿1194¿require¿¿¿{"start":{"line":1,"column":18},"end":{"line":1,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Identifier
700¿Literal¿string¿1194¿¿'github'¿¿{"start":{"line":1,"column":26},"end":{"line":1,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Literal
701¿VariableDeclarator¿¿1194¿Menu¿¿¿{"start":{"line":2,"column":6},"end":{"line":2,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿VariableDeclarator
702¿CallExpression¿¿1194¿¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿CallExpression
703¿Identifier¿¿1194¿require¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Identifier
704¿Literal¿string¿1194¿¿'terminal-menu'¿¿{"start":{"line":2,"column":21},"end":{"line":2,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Literal
705¿VariableDeclarator¿¿1194¿v69¿¿¿{"start":{"line":3,"column":6},"end":{"line":5,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿VariableDeclarator
706¿CallExpression¿¿1194¿¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿CallExpression
707¿Identifier¿¿1194¿require¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Identifier
708¿Literal¿string¿1194¿¿'child_process'¿¿{"start":{"line":5,"column":12},"end":{"line":5,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Literal
709¿VariableDeclarator¿¿1194¿execSync¿¿¿{"start":{"line":4,"column":2},"end":{"line":4,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿VariableDeclarator
710¿MemberExpression¿¿1194¿¿¿¿{"start":{"line":4,"column":2},"end":{"line":4,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿MemberExpression
711¿Identifier¿¿1194¿v69¿¿¿¿¿Identifier
712¿Identifier¿¿1194¿execSync¿¿¿{"start":{"line":4,"column":2},"end":{"line":4,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿Identifier
713¿VariableDeclarator¿¿1194¿parse¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/1004/src/index.js"}¿¿VariableDeclarator
