Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":28,"column":4}}¿¿Program
1¿VariableDeclarator¿¿http¿¿¿{"start":{"line":1,"column":4},"end":{"line":1,"column":26}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":26}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":18}}¿¿Identifier
4¿Literal¿string¿¿'http'¿¿{"start":{"line":1,"column":19},"end":{"line":1,"column":25}}¿¿Literal
5¿VariableDeclarator¿¿path¿¿¿{"start":{"line":2,"column":4},"end":{"line":2,"column":26}}¿¿VariableDeclarator
6¿CallExpression¿¿¿¿¿{"start":{"line":2,"column":11},"end":{"line":2,"column":26}}¿¿CallExpression
7¿Identifier¿¿require¿¿¿{"start":{"line":2,"column":11},"end":{"line":2,"column":18}}¿¿Identifier
8¿Literal¿string¿¿'path'¿¿{"start":{"line":2,"column":19},"end":{"line":2,"column":25}}¿¿Literal
9¿VariableDeclarator¿¿fs¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":22}}¿¿VariableDeclarator
10¿CallExpression¿¿¿¿¿{"start":{"line":3,"column":9},"end":{"line":3,"column":22}}¿¿CallExpression
11¿Identifier¿¿require¿¿¿{"start":{"line":3,"column":9},"end":{"line":3,"column":16}}¿¿Identifier
12¿Literal¿string¿¿'fs'¿¿{"start":{"line":3,"column":17},"end":{"line":3,"column":21}}¿¿Literal
13¿VariableDeclarator¿¿v10¿¿¿{"start":{"line":4,"column":6},"end":{"line":25,"column":1}}¿¿VariableDeclarator
14¿FunctionExpression¿¿anon¿¿¿{"start":{"line":4,"column":12},"end":{"line":25,"column":1}}¿¿FunctionExpression
15¿Identifier¿¿request¿¿¿{"start":{"line":4,"column":22},"end":{"line":4,"column":29}}¿¿Identifier
16¿Identifier¿¿response¿¿¿{"start":{"line":4,"column":31},"end":{"line":4,"column":39}}¿¿Identifier
17¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":5,"column":10},"end":{"line":5,"column":26}}¿¿VariableDeclarator
18¿MemberExpression¿¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":26}}¿¿MemberExpression
19¿Identifier¿¿request¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":22}}¿¿Identifier
20¿Identifier¿¿url¿¿¿{"start":{"line":5,"column":23},"end":{"line":5,"column":26}}¿¿Identifier
21¿VariableDeclarator¿¿relpath¿¿¿{"start":{"line":6,"column":8},"end":{"line":6,"column":39}}¿¿VariableDeclarator
22¿CallExpression¿¿¿¿¿{"start":{"line":6,"column":18},"end":{"line":6,"column":39}}¿¿CallExpression
23¿MemberExpression¿¿¿¿¿{"start":{"line":6,"column":18},"end":{"line":6,"column":27}}¿¿MemberExpression
24¿Identifier¿¿path¿¿¿{"start":{"line":6,"column":18},"end":{"line":6,"column":22}}¿¿Identifier
25¿Identifier¿¿join¿¿¿{"start":{"line":6,"column":23},"end":{"line":6,"column":27}}¿¿Identifier
26¿Literal¿string¿¿'html'¿¿{"start":{"line":6,"column":28},"end":{"line":6,"column":34}}¿¿Literal
27¿Identifier¿¿v1¿¿¿{"start":{"line":6,"column":36},"end":{"line":6,"column":38}}¿¿Identifier
28¿VariableDeclarator¿¿v8¿¿¿{"start":{"line":7,"column":10},"end":{"line":22,"column":5}}¿¿VariableDeclarator
29¿FunctionExpression¿¿anon¿¿¿{"start":{"line":7,"column":15},"end":{"line":22,"column":5}}¿¿FunctionExpression
30¿Identifier¿¿error¿¿¿{"start":{"line":7,"column":25},"end":{"line":7,"column":30}}¿¿Identifier
31¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":8,"column":14},"end":{"line":8,"column":25}}¿¿VariableDeclarator
32¿UnaryExpression¿!¿¿¿¿{"start":{"line":8,"column":19},"end":{"line":8,"column":25}}¿¿UnaryExpression
33¿Identifier¿¿error¿¿¿{"start":{"line":8,"column":20},"end":{"line":8,"column":25}}¿¿Identifier
34¿IfStatement¿¿¿¿¿{"start":{"line":9,"column":8},"end":{"line":21,"column":9}}¿¿IfStatement
35¿Identifier¿¿v2¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":14}}¿¿Identifier
