Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":24,"column":20}}¿¿Program
1¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":1,"column":6},"end":{"line":1,"column":35}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":35}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":18}}¿¿Identifier
4¿Literal¿string¿¿'child_process'¿¿{"start":{"line":1,"column":19},"end":{"line":1,"column":34}}¿¿Literal
5¿VariableDeclarator¿¿exec¿¿¿{"start":{"line":2,"column":6},"end":{"line":2,"column":20}}¿¿VariableDeclarator
6¿MemberExpression¿¿¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":20}}¿¿MemberExpression
7¿Identifier¿¿v1¿¿¿{"start":{"line":2,"column":13},"end":{"line":2,"column":15}}¿¿Identifier
8¿Identifier¿¿exec¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":20}}¿¿Identifier
9¿VariableDeclarator¿¿v9¿¿¿{"start":{"line":3,"column":6},"end":{"line":23,"column":1}}¿¿VariableDeclarator
10¿ArrowFunctionExpression¿¿¿¿¿{"start":{"line":3,"column":11},"end":{"line":23,"column":1}}¿¿ArrowFunctionExpression
11¿Identifier¿¿cmd¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":14}}¿¿Identifier
12¿VariableDeclarator¿¿v7¿¿¿{"start":{"line":4,"column":10},"end":{"line":20,"column":5}}¿¿VariableDeclarator
13¿ArrowFunctionExpression¿¿¿¿¿{"start":{"line":4,"column":15},"end":{"line":20,"column":5}}¿¿ArrowFunctionExpression
14¿Identifier¿¿resolve¿¿¿{"start":{"line":4,"column":16},"end":{"line":4,"column":23}}¿¿Identifier
15¿Identifier¿¿reject¿¿¿{"start":{"line":4,"column":25},"end":{"line":4,"column":31}}¿¿Identifier
16¿VariableDeclarator¿¿v5¿¿¿{"start":{"line":5,"column":14},"end":{"line":17,"column":9}}¿¿VariableDeclarator
17¿ArrowFunctionExpression¿¿¿¿¿{"start":{"line":5,"column":19},"end":{"line":17,"column":9}}¿¿ArrowFunctionExpression
18¿Identifier¿¿err¿¿¿{"start":{"line":5,"column":20},"end":{"line":5,"column":23}}¿¿Identifier
19¿Identifier¿¿stdout¿¿¿{"start":{"line":5,"column":25},"end":{"line":5,"column":31}}¿¿Identifier
20¿Identifier¿¿stderr¿¿¿{"start":{"line":5,"column":33},"end":{"line":5,"column":39}}¿¿Identifier
21¿IfStatement¿¿¿¿¿{"start":{"line":6,"column":12},"end":{"line":16,"column":13}}¿¿IfStatement
22¿Identifier¿¿err¿¿¿{"start":{"line":6,"column":16},"end":{"line":6,"column":19}}¿¿Identifier
23¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":7,"column":22},"end":{"line":7,"column":38}}¿¿VariableDeclarator
24¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":27},"end":{"line":7,"column":38}}¿¿CallExpression
25¿Identifier¿¿reject¿¿¿{"start":{"line":7,"column":27},"end":{"line":7,"column":33}}¿¿Identifier
26¿Identifier¿¿err¿¿¿{"start":{"line":7,"column":34},"end":{"line":7,"column":37}}¿¿Identifier
27¿ExpressionStatement¿¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":19}}¿¿ExpressionStatement
28¿Identifier¿¿v2¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":18}}¿¿Identifier
29¿BlockStatement¿¿¿¿¿{"start":{"line":6,"column":21},"end":{"line":9,"column":13}}¿¿BlockStatement
30¿VariableDeclarator¿¿v3¿¿¿{"start":{"line":10,"column":22},"end":{"line":13,"column":17}}¿¿VariableDeclarator
31¿ObjectExpression¿¿¿¿¿{"start":{"line":10,"column":27},"end":{"line":13,"column":17}}¿¿ObjectExpression
32¿Property¿¿¿¿¿{"start":{"line":11,"column":20},"end":{"line":11,"column":34}}¿¿Property
33¿Identifier¿¿output¿¿¿{"start":{"line":11,"column":20},"end":{"line":11,"column":26}}¿¿Identifier
34¿Identifier¿¿stdout¿¿¿{"start":{"line":11,"column":28},"end":{"line":11,"column":34}}¿¿Identifier
35¿Property¿¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":33}}¿¿Property
36¿Identifier¿¿error¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":25}}¿¿Identifier
37¿Identifier¿¿stderr¿¿¿{"start":{"line":12,"column":27},"end":{"line":12,"column":33}}¿¿Identifier
38¿VariableDeclarator¿¿v4¿¿¿{"start":{"line":14,"column":22},"end":{"line":14,"column":38}}¿¿VariableDeclarator
39¿CallExpression¿¿¿¿¿{"start":{"line":14,"column":27},"end":{"line":14,"column":38}}¿¿CallExpression
40¿Identifier¿¿resolve¿¿¿{"start":{"line":14,"column":27},"end":{"line":14,"column":34}}¿¿Identifier
41¿Identifier¿¿v3¿¿¿{"start":{"line":14,"column":35},"end":{"line":14,"column":37}}¿¿Identifier
42¿ExpressionStatement¿¿¿¿¿{"start":{"line":15,"column":16},"end":{"line":15,"column":19}}¿¿ExpressionStatement
43¿Identifier¿¿v4¿¿¿{"start":{"line":15,"column":16},"end":{"line":15,"column":18}}¿¿Identifier
44¿BlockStatement¿¿¿¿¿{"start":{"line":9,"column":19},"end":{"line":16,"column":13}}¿¿BlockStatement
45¿BlockStatement¿¿¿¿¿{"start":{"line":5,"column":44},"end":{"line":17,"column":9}}¿¿BlockStatement
46¿VariableDeclarator¿¿v6¿¿¿{"start":{"line":18,"column":14},"end":{"line":18,"column":32}}¿¿VariableDeclarator
47¿CallExpression¿¿¿¿¿{"start":{"line":18,"column":19},"end":{"line":18,"column":32}}¿¿CallExpression
48¿Identifier¿¿exec¿¿¿{"start":{"line":18,"column":19},"end":{"line":18,"column":23}}¿¿Identifier
49¿Identifier¿¿cmd¿¿¿{"start":{"line":18,"column":24},"end":{"line":18,"column":27}}¿¿Identifier
50¿Identifier¿¿v5¿¿¿{"start":{"line":18,"column":29},"end":{"line":18,"column":31}}¿¿Identifier
51¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":11}}¿¿ExpressionStatement
52¿Identifier¿¿v6¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":10}}¿¿Identifier
53¿BlockStatement¿¿¿¿¿{"start":{"line":4,"column":36},"end":{"line":20,"column":5}}¿¿BlockStatement
54¿VariableDeclarator¿¿v8¿¿¿{"start":{"line":21,"column":10},"end":{"line":21,"column":30}}¿¿VariableDeclarator
55¿NewExpression¿¿¿¿¿{"start":{"line":21,"column":15},"end":{"line":21,"column":30}}¿¿NewExpression
56¿Identifier¿¿Promise¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":26}}¿¿Identifier
57¿Identifier¿¿v7¿¿¿{"start":{"line":21,"column":27},"end":{"line":21,"column":29}}¿¿Identifier
58¿ReturnStatement¿¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":14}}¿¿ReturnStatement
59¿Identifier¿¿v8¿¿¿{"start":{"line":22,"column":11},"end":{"line":22,"column":13}}¿¿Identifier
60¿BlockStatement¿¿¿¿¿{"start":{"line":3,"column":18},"end":{"line":23,"column":1}}¿¿BlockStatement
61¿ExpressionStatement¿¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":20}}¿¿ExpressionStatement
62¿AssignmentExpression¿=¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":19}}¿¿AssignmentExpression
63¿MemberExpression¿¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":14}}¿¿MemberExpression
64¿Identifier¿¿module¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":6}}¿¿Identifier
65¿Identifier¿¿exports¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":14}}¿¿Identifier
66¿Identifier¿¿v9¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":19}}¿¿Identifier
67¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
68¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
69¿CFG_F_START¿¿10_anon¿¿¿¿¿CFG_F_START
70¿CFG_F_END¿¿10_anon¿¿¿¿¿CFG_F_END
71¿CFG_F_START¿¿13_anon¿¿¿¿¿CFG_F_START
72¿CFG_F_END¿¿13_anon¿¿¿¿¿CFG_F_END
73¿CFG_F_START¿¿17_anon¿¿¿¿¿CFG_F_START
74¿CFG_F_END¿¿17_anon¿¿¿¿¿CFG_F_END
75¿CFG_IF_END¿¿21¿¿¿¿¿CFG_IF_END
76¿TAINT_SOURCE¿¿¿¿¿¿¿TAINT_SOURCE
77¿PDG_OBJECT¿¿67.v1-o1¿¿¿¿¿PDG_OBJECT
78¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
79¿PDG_OBJECT¿¿67.v1.exec-o2¿¿¿¿¿PDG_OBJECT
80¿PDG_OBJECT¿¿69.this-o3¿¿¿¿¿PDG_OBJECT
81¿PDG_OBJECT¿¿69.cmd-o4¿¿¿¿¿PDG_OBJECT
