Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1040¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":178,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Program
1041¿VariableDeclarator¿¿1783¿util¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1042¿CallExpression¿¿1783¿¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿CallExpression
1043¿Identifier¿¿1783¿require¿¿¿{"start":{"line":5,"column":11},"end":{"line":5,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1044¿Literal¿string¿1783¿¿'util'¿¿{"start":{"line":5,"column":19},"end":{"line":5,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1045¿VariableDeclarator¿¿1783¿v97¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1046¿MemberExpression¿¿1783¿¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿MemberExpression
1047¿Identifier¿¿1783¿Object¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1048¿Identifier¿¿1783¿prototype¿¿¿{"start":{"line":6,"column":22},"end":{"line":6,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1049¿VariableDeclarator¿¿1783¿toString¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1050¿MemberExpression¿¿1783¿¿¿¿{"start":{"line":6,"column":15},"end":{"line":6,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1783¿v97¿¿¿¿¿Identifier
1052¿Identifier¿¿1783¿toString¿¿¿{"start":{"line":6,"column":32},"end":{"line":6,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1783¿v98¿¿¿{"start":{"line":7,"column":16},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1054¿MemberExpression¿¿1783¿¿¿¿{"start":{"line":7,"column":16},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿MemberExpression
1055¿Identifier¿¿1783¿process¿¿¿{"start":{"line":7,"column":16},"end":{"line":7,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1783¿platform¿¿¿{"start":{"line":7,"column":24},"end":{"line":7,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1057¿VariableDeclarator¿¿1783¿isWindows¿¿¿{"start":{"line":7,"column":4},"end":{"line":7,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1058¿BinaryExpression¿===¿1783¿¿¿¿{"start":{"line":7,"column":16},"end":{"line":7,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿BinaryExpression
1059¿Identifier¿¿1783¿v98¿¿¿¿¿Identifier
1060¿Literal¿string¿1783¿¿'win32'¿¿{"start":{"line":7,"column":37},"end":{"line":7,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1061¿VariableDeclarator¿exported¿1783¿isObject¿¿¿{"start":{"line":9,"column":0},"end":{"line":11,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1062¿FunctionExpression¿¿1783¿anon¿¿¿{"start":{"line":9,"column":0},"end":{"line":11,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿FunctionExpression
1063¿Identifier¿¿0¿value¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1064¿VariableDeclarator¿¿1785¿v99¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1065¿CallExpression¿¿1785¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿CallExpression
1066¿MemberExpression¿¿1785¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿MemberExpression
1067¿Identifier¿¿1785¿toString¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1068¿Identifier¿¿1785¿call¿¿¿{"start":{"line":10,"column":18},"end":{"line":10,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1069¿Identifier¿¿1785¿value¿¿¿{"start":{"line":10,"column":23},"end":{"line":10,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1070¿VariableDeclarator¿¿1785¿v100¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1071¿BinaryExpression¿===¿1785¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿BinaryExpression
1072¿Identifier¿¿1785¿v99¿¿¿¿¿Identifier
1073¿Literal¿string¿1785¿¿'[object Object]'¿¿{"start":{"line":10,"column":34},"end":{"line":10,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1074¿ReturnStatement¿¿1785¿¿¿¿{"start":{"line":10,"column":2},"end":{"line":10,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿ReturnStatement
1075¿Identifier¿¿1785¿v100¿¿¿¿¿Identifier
1076¿BlockStatement¿¿1785¿¿¿¿{"start":{"line":9,"column":25},"end":{"line":11,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿BlockStatement
1077¿VariableDeclarator¿¿1783¿v101¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1078¿ArrayExpression¿¿1783¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿ArrayExpression
1079¿Literal¿string¿1783¿¿'Function'¿¿{"start":{"line":14,"column":1},"end":{"line":14,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1080¿Literal¿string¿1783¿¿'String'¿¿{"start":{"line":14,"column":13},"end":{"line":14,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1081¿Literal¿string¿1783¿¿'Number'¿¿{"start":{"line":14,"column":23},"end":{"line":14,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1082¿Literal¿string¿1783¿¿'Date'¿¿{"start":{"line":14,"column":33},"end":{"line":14,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1083¿Literal¿string¿1783¿¿'RegExp'¿¿{"start":{"line":14,"column":41},"end":{"line":14,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1084¿VariableDeclarator¿¿1783¿v108¿¿¿{"start":{"line":14,"column":59},"end":{"line":18,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1085¿FunctionExpression¿¿1783¿anon¿¿¿{"start":{"line":14,"column":59},"end":{"line":18,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿FunctionExpression
1086¿Identifier¿¿0¿item¿¿¿{"start":{"line":14,"column":68},"end":{"line":14,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1087¿VariableDeclarator¿¿1787¿v102¿¿¿{"start":{"line":15,"column":10},"end":{"line":15,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1088¿BinaryExpression¿+¿1787¿¿¿¿{"start":{"line":15,"column":10},"end":{"line":15,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿BinaryExpression
1089¿Literal¿string¿1787¿¿'is'¿¿{"start":{"line":15,"column":10},"end":{"line":15,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1090¿Identifier¿¿1787¿item¿¿¿{"start":{"line":15,"column":17},"end":{"line":15,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿exported¿1787¿v107¿¿¿{"start":{"line":15,"column":2},"end":{"line":17,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1092¿FunctionExpression¿¿1787¿anon¿¿¿{"start":{"line":15,"column":26},"end":{"line":17,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿FunctionExpression
1093¿Identifier¿¿0¿value¿¿¿{"start":{"line":15,"column":35},"end":{"line":15,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1789¿v103¿¿¿{"start":{"line":16,"column":11},"end":{"line":16,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1095¿CallExpression¿¿1789¿¿¿¿{"start":{"line":16,"column":11},"end":{"line":16,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿CallExpression
1096¿MemberExpression¿¿1789¿¿¿¿{"start":{"line":16,"column":11},"end":{"line":16,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿MemberExpression
1097¿Identifier¿¿1789¿toString¿¿¿{"start":{"line":16,"column":11},"end":{"line":16,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1098¿Identifier¿¿1789¿call¿¿¿{"start":{"line":16,"column":20},"end":{"line":16,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1099¿Identifier¿¿1789¿value¿¿¿{"start":{"line":16,"column":25},"end":{"line":16,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1789¿v104¿¿¿{"start":{"line":16,"column":36},"end":{"line":16,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
1101¿BinaryExpression¿+¿1789¿¿¿¿{"start":{"line":16,"column":36},"end":{"line":16,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿BinaryExpression
1102¿Literal¿string¿1789¿¿'[object '¿¿{"start":{"line":16,"column":36},"end":{"line":16,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Literal
1103¿Identifier¿¿1789¿item¿¿¿{"start":{"line":16,"column":49},"end":{"line":16,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1789¿v105¿¿¿{"start":{"line":16,"column":36},"end":{"line":16,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/1502/src/index.js"}¿¿VariableDeclarator
