Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8083¿Program¿¿-1¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":2207,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Program
8084¿VariableDeclarator¿¿14135¿LARGE_ARRAY_SIZE¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8085¿Literal¿number¿14135¿¿200¿¿{"start":{"line":11,"column":23},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8086¿VariableDeclarator¿¿14135¿HASH_UNDEFINED¿¿¿{"start":{"line":14,"column":4},"end":{"line":14,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8087¿Literal¿string¿14135¿¿'__lodash_hash_undefined__'¿¿{"start":{"line":14,"column":21},"end":{"line":14,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8088¿VariableDeclarator¿¿14135¿MAX_SAFE_INTEGER¿¿¿{"start":{"line":17,"column":4},"end":{"line":17,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8089¿Literal¿number¿14135¿¿9007199254740991¿¿{"start":{"line":17,"column":23},"end":{"line":17,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8090¿VariableDeclarator¿¿14135¿argsTag¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8091¿Literal¿string¿14135¿¿'[object Arguments]'¿¿{"start":{"line":20,"column":14},"end":{"line":20,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8092¿VariableDeclarator¿¿14135¿arrayTag¿¿¿{"start":{"line":21,"column":4},"end":{"line":21,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8093¿Literal¿string¿14135¿¿'[object Array]'¿¿{"start":{"line":21,"column":15},"end":{"line":21,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8094¿VariableDeclarator¿¿14135¿boolTag¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8095¿Literal¿string¿14135¿¿'[object Boolean]'¿¿{"start":{"line":22,"column":14},"end":{"line":22,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8096¿VariableDeclarator¿¿14135¿dateTag¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8097¿Literal¿string¿14135¿¿'[object Date]'¿¿{"start":{"line":23,"column":14},"end":{"line":23,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8098¿VariableDeclarator¿¿14135¿errorTag¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8099¿Literal¿string¿14135¿¿'[object Error]'¿¿{"start":{"line":24,"column":15},"end":{"line":24,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8100¿VariableDeclarator¿¿14135¿funcTag¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8101¿Literal¿string¿14135¿¿'[object Function]'¿¿{"start":{"line":25,"column":14},"end":{"line":25,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8102¿VariableDeclarator¿¿14135¿genTag¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8103¿Literal¿string¿14135¿¿'[object GeneratorFunction]'¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8104¿VariableDeclarator¿¿14135¿mapTag¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8105¿Literal¿string¿14135¿¿'[object Map]'¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8106¿VariableDeclarator¿¿14135¿numberTag¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8107¿Literal¿string¿14135¿¿'[object Number]'¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8108¿VariableDeclarator¿¿14135¿objectTag¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
8109¿Literal¿string¿14135¿¿'[object Object]'¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿Literal
8110¿VariableDeclarator¿¿14135¿promiseTag¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1067/src/index.js"}¿¿VariableDeclarator
