Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
763¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":116,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Program
764¿ExpressionStatement¿¿1353¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":8,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿ExpressionStatement
765¿Literal¿string¿1353¿¿'use strict'¿¿{"start":{"line":8,"column":0},"end":{"line":8,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Literal
766¿VariableDeclarator¿¿1353¿isPlain¿¿¿{"start":{"line":10,"column":6},"end":{"line":10,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿VariableDeclarator
767¿CallExpression¿¿1353¿¿¿¿{"start":{"line":10,"column":16},"end":{"line":10,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿CallExpression
768¿Identifier¿¿1353¿require¿¿¿{"start":{"line":10,"column":16},"end":{"line":10,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Identifier
769¿Literal¿string¿1353¿¿'is-plain-object'¿¿{"start":{"line":10,"column":24},"end":{"line":10,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Literal
770¿VariableDeclarator¿exported¿1353¿set¿¿¿{"start":{"line":12,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿VariableDeclarator
771¿FunctionExpression¿¿1353¿anon¿¿¿{"start":{"line":12,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿FunctionExpression
772¿Identifier¿¿0¿target¿¿¿{"start":{"line":12,"column":13},"end":{"line":12,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Identifier
773¿Identifier¿¿0¿path¿¿¿{"start":{"line":12,"column":21},"end":{"line":12,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Identifier
774¿Identifier¿¿0¿value¿¿¿{"start":{"line":12,"column":27},"end":{"line":12,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Identifier
775¿Identifier¿¿0¿options¿¿¿{"start":{"line":12,"column":34},"end":{"line":12,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿Identifier
776¿VariableDeclarator¿¿1355¿v75¿¿¿{"start":{"line":13,"column":7},"end":{"line":13,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿VariableDeclarator
777¿CallExpression¿¿1355¿¿¿¿{"start":{"line":13,"column":7},"end":{"line":13,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1012/src/index.js"}¿¿CallExpression
