Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":14,"column":3}}¿¿Program
1¿VariableDeclarator¿¿http¿¿¿{"start":{"line":1,"column":4},"end":{"line":1,"column":26}}¿¿VariableDeclarator
2¿CallExpression¿¿¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":26}}¿¿CallExpression
3¿Identifier¿¿require¿¿¿{"start":{"line":1,"column":11},"end":{"line":1,"column":18}}¿¿Identifier
4¿Literal¿string¿¿'http'¿¿{"start":{"line":1,"column":19},"end":{"line":1,"column":25}}¿¿Literal
5¿VariableDeclarator¿¿fs¿¿¿{"start":{"line":2,"column":4},"end":{"line":2,"column":22}}¿¿VariableDeclarator
6¿CallExpression¿¿¿¿¿{"start":{"line":2,"column":9},"end":{"line":2,"column":22}}¿¿CallExpression
7¿Identifier¿¿require¿¿¿{"start":{"line":2,"column":9},"end":{"line":2,"column":16}}¿¿Identifier
8¿Literal¿string¿¿'fs'¿¿{"start":{"line":2,"column":17},"end":{"line":2,"column":21}}¿¿Literal
9¿VariableDeclarator¿¿v4¿¿¿{"start":{"line":3,"column":6},"end":{"line":11,"column":1}}¿¿VariableDeclarator
10¿FunctionExpression¿¿anon¿¿¿{"start":{"line":3,"column":11},"end":{"line":11,"column":1}}¿¿FunctionExpression
11¿Identifier¿¿request¿¿¿{"start":{"line":3,"column":21},"end":{"line":3,"column":28}}¿¿Identifier
12¿Identifier¿¿response¿¿¿{"start":{"line":3,"column":30},"end":{"line":3,"column":38}}¿¿Identifier
13¿VariableDeclarator¿¿path¿¿¿{"start":{"line":4,"column":8},"end":{"line":4,"column":26}}¿¿VariableDeclarator
14¿MemberExpression¿¿¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":26}}¿¿MemberExpression
15¿Identifier¿¿request¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":22}}¿¿Identifier
16¿Identifier¿¿url¿¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":26}}¿¿Identifier
17¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":5,"column":10},"end":{"line":8,"column":5}}¿¿VariableDeclarator
18¿FunctionExpression¿¿anon¿¿¿{"start":{"line":5,"column":15},"end":{"line":8,"column":5}}¿¿FunctionExpression
19¿Identifier¿¿error¿¿¿{"start":{"line":5,"column":25},"end":{"line":5,"column":30}}¿¿Identifier
20¿Identifier¿¿data¿¿¿{"start":{"line":5,"column":32},"end":{"line":5,"column":36}}¿¿Identifier
21¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":6,"column":14},"end":{"line":6,"column":37}}¿¿VariableDeclarator
22¿CallExpression¿¿¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":37}}¿¿CallExpression
23¿MemberExpression¿¿¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":31}}¿¿MemberExpression
24¿Identifier¿¿response¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":27}}¿¿Identifier
25¿Identifier¿¿end¿¿¿{"start":{"line":6,"column":28},"end":{"line":6,"column":31}}¿¿Identifier
26¿Identifier¿¿data¿¿¿{"start":{"line":6,"column":32},"end":{"line":6,"column":36}}¿¿Identifier
27¿ExpressionStatement¿¿¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":11}}¿¿ExpressionStatement
28¿Identifier¿¿v1¿¿¿{"start":{"line":7,"column":8},"end":{"line":7,"column":10}}¿¿Identifier
29¿BlockStatement¿¿¿¿¿{"start":{"line":5,"column":38},"end":{"line":8,"column":5}}¿¿BlockStatement
30¿VariableDeclarator¿¿v3¿¿¿{"start":{"line":9,"column":10},"end":{"line":9,"column":36}}¿¿VariableDeclarator
31¿CallExpression¿¿¿¿¿{"start":{"line":9,"column":15},"end":{"line":9,"column":36}}¿¿CallExpression
32¿MemberExpression¿¿¿¿¿{"start":{"line":9,"column":15},"end":{"line":9,"column":26}}¿¿MemberExpression
33¿Identifier¿¿fs¿¿¿{"start":{"line":9,"column":15},"end":{"line":9,"column":17}}¿¿Identifier
34¿Identifier¿¿readFile¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":26}}¿¿Identifier
35¿Identifier¿¿path¿¿¿{"start":{"line":9,"column":27},"end":{"line":9,"column":31}}¿¿Identifier
36¿Identifier¿¿v2¿¿¿{"start":{"line":9,"column":33},"end":{"line":9,"column":35}}¿¿Identifier
37¿ExpressionStatement¿¿¿¿¿{"start":{"line":10,"column":4},"end":{"line":10,"column":7}}¿¿ExpressionStatement
38¿Identifier¿¿v3¿¿¿{"start":{"line":10,"column":4},"end":{"line":10,"column":6}}¿¿Identifier
39¿BlockStatement¿¿¿¿¿{"start":{"line":3,"column":40},"end":{"line":11,"column":1}}¿¿BlockStatement
40¿VariableDeclarator¿¿v5¿¿¿{"start":{"line":12,"column":6},"end":{"line":12,"column":32}}¿¿VariableDeclarator
41¿CallExpression¿¿¿¿¿{"start":{"line":12,"column":11},"end":{"line":12,"column":32}}¿¿CallExpression
42¿MemberExpression¿¿¿¿¿{"start":{"line":12,"column":11},"end":{"line":12,"column":28}}¿¿MemberExpression
43¿Identifier¿¿http¿¿¿{"start":{"line":12,"column":11},"end":{"line":12,"column":15}}¿¿Identifier
44¿Identifier¿¿createServer¿¿¿{"start":{"line":12,"column":16},"end":{"line":12,"column":28}}¿¿Identifier
45¿Identifier¿¿v4¿¿¿{"start":{"line":12,"column":29},"end":{"line":12,"column":31}}¿¿Identifier
46¿VariableDeclarator¿¿v6¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":28}}¿¿VariableDeclarator
47¿CallExpression¿¿¿¿¿{"start":{"line":13,"column":11},"end":{"line":13,"column":28}}¿¿CallExpression
48¿MemberExpression¿¿¿¿¿{"start":{"line":13,"column":11},"end":{"line":13,"column":20}}¿¿MemberExpression
49¿Identifier¿¿v5¿¿¿{"start":{"line":13,"column":11},"end":{"line":13,"column":13}}¿¿Identifier
50¿Identifier¿¿listen¿¿¿{"start":{"line":13,"column":14},"end":{"line":13,"column":20}}¿¿Identifier
51¿Literal¿string¿¿'8888'¿¿{"start":{"line":13,"column":21},"end":{"line":13,"column":27}}¿¿Literal
52¿ExpressionStatement¿¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":3}}¿¿ExpressionStatement
53¿Identifier¿¿v6¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":2}}¿¿Identifier
54¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
55¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
56¿CFG_F_START¿¿10_anon¿¿¿¿¿CFG_F_START
57¿CFG_F_END¿¿10_anon¿¿¿¿¿CFG_F_END
58¿CFG_F_START¿¿18_anon¿¿¿¿¿CFG_F_START
59¿CFG_F_END¿¿18_anon¿¿¿¿¿CFG_F_END
60¿TAINT_SOURCE¿¿¿¿¿¿¿TAINT_SOURCE
61¿PDG_OBJECT¿¿54.http-o1¿¿¿¿¿PDG_OBJECT
62¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
63¿PDG_OBJECT¿¿54.fs-o2¿¿¿¿¿PDG_OBJECT
64¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
65¿PDG_OBJECT¿¿56.this-o3¿¿¿¿¿PDG_OBJECT
66¿PDG_OBJECT¿¿56.request-o4¿¿¿¿¿PDG_OBJECT
67¿PDG_OBJECT¿¿56.response-o5¿¿¿¿¿PDG_OBJECT
