Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
13208¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":1431,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Program
13209¿VariableDeclarator¿¿23212¿v2311¿¿¿{"start":{"line":2,"column":1},"end":{"line":1431,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13210¿FunctionExpression¿¿23212¿anon¿¿¿{"start":{"line":2,"column":1},"end":{"line":1431,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿FunctionExpression
13211¿VariableDeclarator¿¿23214¿Router¿¿¿{"start":{"line":3,"column":6},"end":{"line":3,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13212¿VariableDeclarator¿¿23214¿v1157¿¿¿{"start":{"line":4,"column":14},"end":{"line":4,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13213¿ArrayExpression¿¿23214¿¿¿¿{"start":{"line":4,"column":14},"end":{"line":4,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿ArrayExpression
13214¿VariableDeclarator¿¿23214¿v1158¿¿¿{"start":{"line":4,"column":14},"end":{"line":4,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13215¿MemberExpression¿¿23214¿¿¿¿{"start":{"line":4,"column":14},"end":{"line":4,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿MemberExpression
13216¿Identifier¿¿23214¿v1157¿¿¿¿¿Identifier
13217¿Identifier¿¿23214¿indexOf¿¿¿{"start":{"line":4,"column":17},"end":{"line":4,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13218¿VariableDeclarator¿¿23214¿v1166¿¿¿{"start":{"line":4,"column":28},"end":{"line":4,"column":151},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13219¿FunctionExpression¿¿23214¿anon¿¿¿{"start":{"line":4,"column":28},"end":{"line":4,"column":151},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿FunctionExpression
13220¿Identifier¿¿0¿item¿¿¿{"start":{"line":4,"column":37},"end":{"line":4,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13221¿VariableDeclarator¿¿23216¿i¿¿¿{"start":{"line":4,"column":54},"end":{"line":4,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13222¿Literal¿number¿23216¿¿0¿¿{"start":{"line":4,"column":58},"end":{"line":4,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Literal
13223¿VariableDeclarator¿¿23216¿l¿¿¿{"start":{"line":4,"column":61},"end":{"line":4,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13224¿MemberExpression¿¿23216¿¿¿¿{"start":{"line":4,"column":65},"end":{"line":4,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿MemberExpression
13225¿ThisExpression¿¿23216¿¿¿¿{"start":{"line":4,"column":65},"end":{"line":4,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿ThisExpression
13226¿Identifier¿¿23216¿length¿¿¿{"start":{"line":4,"column":70},"end":{"line":4,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13227¿VariableDeclarator¿¿23216¿v1159¿¿¿{"start":{"line":4,"column":78},"end":{"line":4,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13228¿BinaryExpression¿<¿23216¿¿¿¿{"start":{"line":4,"column":78},"end":{"line":4,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿BinaryExpression
13229¿Identifier¿¿23216¿i¿¿¿{"start":{"line":4,"column":78},"end":{"line":4,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13230¿Identifier¿¿23216¿l¿¿¿{"start":{"line":4,"column":82},"end":{"line":4,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13231¿WhileStatement¿¿23216¿¿¿¿{"start":{"line":4,"column":45},"end":{"line":4,"column":138},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿WhileStatement
13232¿Identifier¿¿23216¿v1159¿¿¿¿¿Identifier
13233¿VariableDeclarator¿¿23216¿v1161¿¿¿{"start":{"line":4,"column":96},"end":{"line":4,"column":105},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13234¿BinaryExpression¿in¿23216¿¿¿¿{"start":{"line":4,"column":96},"end":{"line":4,"column":105},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿BinaryExpression
13235¿Identifier¿¿23216¿i¿¿¿{"start":{"line":4,"column":96},"end":{"line":4,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13236¿ThisExpression¿¿23216¿¿¿¿{"start":{"line":4,"column":101},"end":{"line":4,"column":105},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿ThisExpression
13237¿VariableDeclarator¿¿23216¿v1162¿¿¿{"start":{"line":4,"column":109},"end":{"line":4,"column":116},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13238¿MemberExpression¿computed¿23216¿¿¿¿{"start":{"line":4,"column":109},"end":{"line":4,"column":116},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿MemberExpression
13239¿ThisExpression¿¿23216¿¿¿¿{"start":{"line":4,"column":109},"end":{"line":4,"column":113},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿ThisExpression
13240¿Identifier¿¿23216¿i¿¿¿{"start":{"line":4,"column":114},"end":{"line":4,"column":115},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13241¿VariableDeclarator¿¿23216¿v1163¿¿¿{"start":{"line":4,"column":109},"end":{"line":4,"column":125},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13242¿BinaryExpression¿===¿23216¿¿¿¿{"start":{"line":4,"column":109},"end":{"line":4,"column":125},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿BinaryExpression
13243¿Identifier¿¿23216¿v1162¿¿¿¿¿Identifier
13244¿Identifier¿¿23216¿item¿¿¿{"start":{"line":4,"column":121},"end":{"line":4,"column":125},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13245¿VariableDeclarator¿¿23216¿v1164¿¿¿{"start":{"line":4,"column":96},"end":{"line":4,"column":125},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13246¿LogicalExpression¿&&¿23216¿¿¿¿{"start":{"line":4,"column":96},"end":{"line":4,"column":125},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿LogicalExpression
13247¿Identifier¿¿23216¿v1161¿¿¿¿¿Identifier
13248¿Identifier¿¿23216¿v1163¿¿¿¿¿Identifier
13249¿IfStatement¿¿23216¿¿¿¿{"start":{"line":4,"column":92},"end":{"line":4,"column":136},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿IfStatement
13250¿Identifier¿¿23216¿v1164¿¿¿¿¿Identifier
13251¿ReturnStatement¿¿23216¿¿¿¿{"start":{"line":4,"column":127},"end":{"line":4,"column":136},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿ReturnStatement
13252¿Identifier¿¿23216¿i¿¿¿{"start":{"line":4,"column":134},"end":{"line":4,"column":135},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13253¿BlockStatement¿¿23216¿¿¿¿¿¿BlockStatement
13254¿VariableDeclarator¿¿23216¿v1160¿¿¿{"start":{"line":4,"column":85},"end":{"line":4,"column":88},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿VariableDeclarator
13255¿UpdateExpression¿¿23216¿¿¿¿{"start":{"line":4,"column":85},"end":{"line":4,"column":88},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿UpdateExpression
13256¿Identifier¿¿23216¿i¿¿¿{"start":{"line":4,"column":85},"end":{"line":4,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿Identifier
13257¿ExpressionStatement¿¿23216¿¿¿¿{"start":{"line":4,"column":45},"end":{"line":4,"column":138},"fname":"/datasets/secbench-dataset/CWE-22/node-simple-router_0.10.0/src/router.js"}¿¿ExpressionStatement
