Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":26,"column":21}}¿¿Program
1¿VariableDeclarator¿¿dig¿¿¿{"start":{"line":1,"column":6},"end":{"line":25,"column":1}}¿¿VariableDeclarator
2¿FunctionExpression¿¿anon¿¿¿{"start":{"line":1,"column":12},"end":{"line":25,"column":1}}¿¿FunctionExpression
3¿Identifier¿¿object¿¿¿{"start":{"line":1,"column":22},"end":{"line":1,"column":28}}¿¿Identifier
4¿Identifier¿¿keys¿¿¿{"start":{"line":1,"column":30},"end":{"line":1,"column":34}}¿¿Identifier
5¿Identifier¿¿value¿¿¿{"start":{"line":1,"column":36},"end":{"line":1,"column":41}}¿¿Identifier
6¿VariableDeclarator¿¿key¿¿¿{"start":{"line":2,"column":10},"end":{"line":2,"column":28}}¿¿VariableDeclarator
7¿CallExpression¿¿¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":28}}¿¿CallExpression
8¿MemberExpression¿¿¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":26}}¿¿MemberExpression
9¿Identifier¿¿keys¿¿¿{"start":{"line":2,"column":16},"end":{"line":2,"column":20}}¿¿Identifier
10¿Identifier¿¿shift¿¿¿{"start":{"line":2,"column":21},"end":{"line":2,"column":26}}¿¿Identifier
11¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":3,"column":10},"end":{"line":3,"column":26}}¿¿VariableDeclarator
12¿MemberExpression¿¿¿¿¿{"start":{"line":3,"column":15},"end":{"line":3,"column":26}}¿¿MemberExpression
13¿Identifier¿¿keys¿¿¿{"start":{"line":3,"column":15},"end":{"line":3,"column":19}}¿¿Identifier
14¿Identifier¿¿length¿¿¿{"start":{"line":3,"column":20},"end":{"line":3,"column":26}}¿¿Identifier
15¿VariableDeclarator¿¿v2¿¿¿{"start":{"line":4,"column":10},"end":{"line":4,"column":22}}¿¿VariableDeclarator
16¿BinaryExpression¿==¿¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":22}}¿¿BinaryExpression
17¿Identifier¿¿v1¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":17}}¿¿Identifier
18¿Literal¿number¿¿0¿¿{"start":{"line":4,"column":21},"end":{"line":4,"column":22}}¿¿Literal
19¿IfStatement¿¿¿¿¿{"start":{"line":5,"column":4},"end":{"line":15,"column":5}}¿¿IfStatement
20¿Identifier¿¿v2¿¿¿{"start":{"line":5,"column":8},"end":{"line":5,"column":10}}¿¿Identifier
21¿VariableDeclarator¿¿v3¿¿¿{"start":{"line":6,"column":14},"end":{"line":6,"column":30}}¿¿VariableDeclarator
22¿MemberExpression¿computed¿¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":30}}¿¿MemberExpression
23¿Identifier¿¿object¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":25}}¿¿Identifier
24¿Identifier¿¿key¿¿¿{"start":{"line":6,"column":26},"end":{"line":6,"column":29}}¿¿Identifier
25¿VariableDeclarator¿¿v4¿¿¿{"start":{"line":7,"column":12},"end":{"line":7,"column":14}}¿¿VariableDeclarator
26¿IfStatement¿¿¿¿¿{"start":{"line":8,"column":8},"end":{"line":13,"column":9}}¿¿IfStatement
27¿Identifier¿¿value¿¿¿{"start":{"line":8,"column":12},"end":{"line":8,"column":17}}¿¿Identifier
28¿ExpressionStatement¿¿¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":32}}¿¿ExpressionStatement
29¿AssignmentExpression¿=¿¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":31}}¿¿AssignmentExpression
30¿MemberExpression¿computed¿¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":23}}¿¿MemberExpression
31¿Identifier¿¿object¿¿¿{"start":{"line":9,"column":12},"end":{"line":9,"column":18}}¿¿Identifier
32¿Identifier¿¿key¿¿¿{"start":{"line":9,"column":19},"end":{"line":9,"column":22}}¿¿Identifier
33¿Identifier¿¿value¿¿¿{"start":{"line":9,"column":26},"end":{"line":9,"column":31}}¿¿Identifier
34¿ExpressionStatement¿¿¿¿¿{"start":{"line":10,"column":12},"end":{"line":10,"column":29}}¿¿ExpressionStatement
35¿AssignmentExpression¿=¿¿¿¿{"start":{"line":10,"column":12},"end":{"line":10,"column":28}}¿¿AssignmentExpression
36¿Identifier¿¿v4¿¿¿{"start":{"line":10,"column":12},"end":{"line":10,"column":14}}¿¿Identifier
37¿MemberExpression¿computed¿¿¿¿{"start":{"line":10,"column":17},"end":{"line":10,"column":28}}¿¿MemberExpression
38¿Identifier¿¿object¿¿¿{"start":{"line":10,"column":17},"end":{"line":10,"column":23}}¿¿Identifier
39¿Identifier¿¿key¿¿¿{"start":{"line":10,"column":24},"end":{"line":10,"column":27}}¿¿Identifier
40¿BlockStatement¿¿¿¿¿{"start":{"line":8,"column":19},"end":{"line":11,"column":9}}¿¿BlockStatement
41¿ExpressionStatement¿¿¿¿¿{"start":{"line":12,"column":12},"end":{"line":12,"column":20}}¿¿ExpressionStatement
42¿AssignmentExpression¿=¿¿¿¿{"start":{"line":12,"column":12},"end":{"line":12,"column":19}}¿¿AssignmentExpression
43¿Identifier¿¿v4¿¿¿{"start":{"line":12,"column":12},"end":{"line":12,"column":14}}¿¿Identifier
44¿Identifier¿¿v3¿¿¿{"start":{"line":12,"column":17},"end":{"line":12,"column":19}}¿¿Identifier
45¿BlockStatement¿¿¿¿¿{"start":{"line":11,"column":15},"end":{"line":13,"column":9}}¿¿BlockStatement
46¿ReturnStatement¿¿¿¿¿{"start":{"line":14,"column":8},"end":{"line":14,"column":18}}¿¿ReturnStatement
47¿Identifier¿¿v4¿¿¿{"start":{"line":14,"column":15},"end":{"line":14,"column":17}}¿¿Identifier
48¿BlockStatement¿¿¿¿¿{"start":{"line":5,"column":12},"end":{"line":15,"column":5}}¿¿BlockStatement
49¿VariableDeclarator¿¿v5¿¿¿{"start":{"line":16,"column":10},"end":{"line":16,"column":28}}¿¿VariableDeclarator
50¿BinaryExpression¿in¿¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":28}}¿¿BinaryExpression
51¿Identifier¿¿key¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":18}}¿¿Identifier
52¿Identifier¿¿object¿¿¿{"start":{"line":16,"column":22},"end":{"line":16,"column":28}}¿¿Identifier
