Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6906¿Program¿¿-1¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":1963,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Program
6907¿VariableDeclarator¿¿12102¿LARGE_ARRAY_SIZE¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6908¿Literal¿number¿12102¿¿200¿¿{"start":{"line":11,"column":23},"end":{"line":11,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6909¿VariableDeclarator¿¿12102¿HASH_UNDEFINED¿¿¿{"start":{"line":14,"column":4},"end":{"line":14,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6910¿Literal¿string¿12102¿¿'__lodash_hash_undefined__'¿¿{"start":{"line":14,"column":21},"end":{"line":14,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6911¿VariableDeclarator¿¿12102¿HOT_COUNT¿¿¿{"start":{"line":17,"column":4},"end":{"line":17,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6912¿Literal¿number¿12102¿¿800¿¿{"start":{"line":17,"column":16},"end":{"line":17,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6913¿VariableDeclarator¿¿12102¿HOT_SPAN¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6914¿Literal¿number¿12102¿¿16¿¿{"start":{"line":18,"column":15},"end":{"line":18,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6915¿VariableDeclarator¿¿12102¿MAX_SAFE_INTEGER¿¿¿{"start":{"line":21,"column":4},"end":{"line":21,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6916¿Literal¿number¿12102¿¿9007199254740991¿¿{"start":{"line":21,"column":23},"end":{"line":21,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6917¿VariableDeclarator¿¿12102¿argsTag¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6918¿Literal¿string¿12102¿¿'[object Arguments]'¿¿{"start":{"line":24,"column":14},"end":{"line":24,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6919¿VariableDeclarator¿¿12102¿arrayTag¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6920¿Literal¿string¿12102¿¿'[object Array]'¿¿{"start":{"line":25,"column":15},"end":{"line":25,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6921¿VariableDeclarator¿¿12102¿asyncTag¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6922¿Literal¿string¿12102¿¿'[object AsyncFunction]'¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6923¿VariableDeclarator¿¿12102¿boolTag¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6924¿Literal¿string¿12102¿¿'[object Boolean]'¿¿{"start":{"line":27,"column":14},"end":{"line":27,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6925¿VariableDeclarator¿¿12102¿dateTag¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6926¿Literal¿string¿12102¿¿'[object Date]'¿¿{"start":{"line":28,"column":14},"end":{"line":28,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6927¿VariableDeclarator¿¿12102¿errorTag¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6928¿Literal¿string¿12102¿¿'[object Error]'¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6929¿VariableDeclarator¿¿12102¿funcTag¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6930¿Literal¿string¿12102¿¿'[object Function]'¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6931¿VariableDeclarator¿¿12102¿genTag¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6932¿Literal¿string¿12102¿¿'[object GeneratorFunction]'¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6933¿VariableDeclarator¿¿12102¿mapTag¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6934¿Literal¿string¿12102¿¿'[object Map]'¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6935¿VariableDeclarator¿¿12102¿numberTag¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6936¿Literal¿string¿12102¿¿'[object Number]'¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6937¿VariableDeclarator¿¿12102¿nullTag¿¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
6938¿Literal¿string¿12102¿¿'[object Null]'¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿Literal
6939¿VariableDeclarator¿¿12102¿objectTag¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1071/src/index.js"}¿¿VariableDeclarator
