Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
619¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Program
620¿VariableDeclarator¿¿1083¿v93¿¿¿{"start":{"line":1,"column":1},"end":{"line":135,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿VariableDeclarator
621¿FunctionExpression¿¿1083¿anon¿¿¿{"start":{"line":1,"column":1},"end":{"line":135,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿FunctionExpression
622¿VariableDeclarator¿¿1085¿v57¿¿¿{"start":{"line":2,"column":3},"end":{"line":8,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿VariableDeclarator
623¿FunctionExpression¿¿1085¿anon¿¿¿{"start":{"line":2,"column":3},"end":{"line":8,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿FunctionExpression
624¿Identifier¿¿0¿factory¿¿¿{"start":{"line":2,"column":12},"end":{"line":2,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Identifier
625¿VariableDeclarator¿¿1087¿v48¿¿¿{"start":{"line":3,"column":8},"end":{"line":3,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿VariableDeclarator
626¿UnaryExpression¿typeof¿1087¿¿¿¿{"start":{"line":3,"column":8},"end":{"line":3,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿UnaryExpression
627¿Identifier¿¿1087¿exports¿¿¿{"start":{"line":3,"column":15},"end":{"line":3,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Identifier
628¿VariableDeclarator¿¿1087¿v49¿¿¿{"start":{"line":3,"column":8},"end":{"line":3,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿VariableDeclarator
629¿BinaryExpression¿===¿1087¿¿¿¿{"start":{"line":3,"column":8},"end":{"line":3,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿BinaryExpression
630¿Identifier¿¿1087¿v48¿¿¿¿¿Identifier
631¿Literal¿string¿1087¿¿'object'¿¿{"start":{"line":3,"column":27},"end":{"line":3,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Literal
632¿IfStatement¿¿1087¿¿¿¿{"start":{"line":3,"column":4},"end":{"line":7,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿IfStatement
633¿Identifier¿¿1087¿v49¿¿¿¿¿Identifier
634¿VariableDeclarator¿¿1087¿v50¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿VariableDeclarator
635¿CallExpression¿¿1087¿¿¿¿{"start":{"line":4,"column":30},"end":{"line":4,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿CallExpression
636¿Identifier¿¿1087¿factory¿¿¿{"start":{"line":4,"column":30},"end":{"line":4,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Identifier
637¿ReturnStatement¿¿1087¿¿¿¿{"start":{"line":4,"column":6},"end":{"line":4,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿ReturnStatement
638¿AssignmentExpression¿=¿1087¿¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿AssignmentExpression
639¿MemberExpression¿¿1087¿¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿MemberExpression
640¿Identifier¿¿1087¿module¿¿¿{"start":{"line":4,"column":13},"end":{"line":4,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Identifier
641¿Identifier¿¿1087¿exports¿¿¿{"start":{"line":4,"column":20},"end":{"line":4,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Identifier
642¿Identifier¿¿1087¿v50¿¿¿¿¿Identifier
643¿BlockStatement¿¿1087¿¿¿¿{"start":{"line":3,"column":37},"end":{"line":5,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿BlockStatement
644¿VariableDeclarator¿¿1087¿v51¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿VariableDeclarator
645¿UnaryExpression¿typeof¿1087¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿UnaryExpression
646¿Identifier¿¿1087¿define¿¿¿{"start":{"line":5,"column":22},"end":{"line":5,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/madlib-object-utils_0.1.6/src/utils.js"}¿¿Identifier
