Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":20,"column":20}}¿¿Program
1¿ExpressionStatement¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1,"column":13}}¿¿ExpressionStatement
2¿Literal¿string¿¿'use strict'¿¿{"start":{"line":1,"column":0},"end":{"line":1,"column":12}}¿¿Literal
3¿VariableDeclarator¿¿childProcess¿¿¿{"start":{"line":2,"column":4},"end":{"line":2,"column":43}}¿¿VariableDeclarator
4¿CallExpression¿¿¿¿¿{"start":{"line":2,"column":19},"end":{"line":2,"column":43}}¿¿CallExpression
5¿Identifier¿¿require¿¿¿{"start":{"line":2,"column":19},"end":{"line":2,"column":26}}¿¿Identifier
6¿Literal¿string¿¿'child_process'¿¿{"start":{"line":2,"column":27},"end":{"line":2,"column":42}}¿¿Literal
7¿VariableDeclarator¿¿exec¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":28}}¿¿VariableDeclarator
8¿MemberExpression¿¿¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":28}}¿¿MemberExpression
9¿Identifier¿¿childProcess¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":23}}¿¿Identifier
10¿Identifier¿¿exec¿¿¿{"start":{"line":3,"column":24},"end":{"line":3,"column":28}}¿¿Identifier
11¿VariableDeclarator¿¿v7¿¿¿{"start":{"line":4,"column":6},"end":{"line":19,"column":1}}¿¿VariableDeclarator
12¿FunctionExpression¿¿anon¿¿¿{"start":{"line":4,"column":11},"end":{"line":19,"column":1}}¿¿FunctionExpression
13¿Identifier¿¿programname¿¿¿{"start":{"line":4,"column":21},"end":{"line":4,"column":32}}¿¿Identifier
14¿VariableDeclarator¿¿v1¿¿¿{"start":{"line":5,"column":10},"end":{"line":5,"column":31}}¿¿VariableDeclarator
15¿MemberExpression¿¿¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":31}}¿¿MemberExpression
16¿Identifier¿¿process¿¿¿{"start":{"line":5,"column":15},"end":{"line":5,"column":22}}¿¿Identifier
17¿Identifier¿¿platform¿¿¿{"start":{"line":5,"column":23},"end":{"line":5,"column":31}}¿¿Identifier
18¿SwitchStatement¿¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":18,"column":5}}¿¿SwitchStatement
