Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
697¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":157,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Program
698¿VariableDeclarator¿¿1230¿balanced¿¿¿{"start":{"line":4,"column":4},"end":{"line":4,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿VariableDeclarator
699¿CallExpression¿¿1230¿¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿CallExpression
700¿Identifier¿¿1230¿require¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Identifier
701¿Literal¿string¿1230¿¿'balanced-match'¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Literal
702¿VariableDeclarator¿¿1230¿reduceFunctionCall¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿VariableDeclarator
703¿CallExpression¿¿1230¿¿¿¿{"start":{"line":5,"column":25},"end":{"line":5,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿CallExpression
704¿Identifier¿¿1230¿require¿¿¿{"start":{"line":5,"column":25},"end":{"line":5,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Identifier
705¿Literal¿string¿1230¿¿'reduce-function-call'¿¿{"start":{"line":5,"column":33},"end":{"line":5,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Literal
706¿VariableDeclarator¿¿1230¿MAX_STACK¿¿¿{"start":{"line":10,"column":4},"end":{"line":10,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿VariableDeclarator
707¿Literal¿number¿1230¿¿100¿¿{"start":{"line":10,"column":16},"end":{"line":10,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Literal
708¿VariableDeclarator¿¿1230¿NESTED_CALC_RE¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿VariableDeclarator
709¿Literal¿object¿1230¿¿/(\+|\-|\*|\\|[^a-z]|)(\s*)(\()/g¿¿{"start":{"line":11,"column":21},"end":{"line":11,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿Literal
710¿VariableDeclarator¿¿1230¿stack¿¿¿{"start":{"line":16,"column":4},"end":{"line":16,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/144/src/index.js"}¿¿VariableDeclarator
