Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
927¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":155,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Program
928¿ExpressionStatement¿¿1595¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿ExpressionStatement
929¿Literal¿string¿1595¿¿'use strict'¿¿{"start":{"line":1,"column":0},"end":{"line":1,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Literal
930¿VariableDeclarator¿¿1595¿isOptionObject¿¿¿{"start":{"line":2,"column":6},"end":{"line":2,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1595¿¿¿¿{"start":{"line":2,"column":23},"end":{"line":2,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿CallExpression
932¿Identifier¿¿1595¿require¿¿¿{"start":{"line":2,"column":23},"end":{"line":2,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Identifier
933¿Literal¿string¿1595¿¿'is-plain-obj'¿¿{"start":{"line":2,"column":31},"end":{"line":2,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Literal
934¿VariableDeclarator¿¿1595¿v89¿¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿VariableDeclarator
935¿MemberExpression¿¿1595¿¿¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿MemberExpression
936¿Identifier¿¿1595¿Object¿¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Identifier
937¿Identifier¿¿1595¿prototype¿¿¿{"start":{"line":4,"column":30},"end":{"line":4,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Identifier
938¿VariableDeclarator¿¿1595¿hasOwnProperty¿¿¿{"start":{"line":4,"column":6},"end":{"line":4,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿VariableDeclarator
939¿MemberExpression¿¿1595¿¿¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿MemberExpression
940¿Identifier¿¿1595¿v89¿¿¿¿¿Identifier
941¿Identifier¿¿1595¿hasOwnProperty¿¿¿{"start":{"line":4,"column":40},"end":{"line":4,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Identifier
942¿VariableDeclarator¿¿1595¿propIsEnumerable¿¿¿{"start":{"line":5,"column":6},"end":{"line":5,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿VariableDeclarator
943¿MemberExpression¿¿1595¿¿¿¿{"start":{"line":5,"column":25},"end":{"line":5,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿MemberExpression
944¿Identifier¿¿1595¿Object¿¿¿{"start":{"line":5,"column":25},"end":{"line":5,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Identifier
945¿Identifier¿¿1595¿propertyIsEnumerable¿¿¿{"start":{"line":5,"column":32},"end":{"line":5,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿Identifier
946¿VariableDeclarator¿¿1595¿globalThis¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿VariableDeclarator
947¿ThisExpression¿¿1595¿¿¿¿{"start":{"line":6,"column":19},"end":{"line":6,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿ThisExpression
948¿VariableDeclarator¿¿1595¿defaultMergeOpts¿¿¿{"start":{"line":7,"column":6},"end":{"line":9,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿VariableDeclarator
949¿ObjectExpression¿¿1595¿¿¿¿¿¿ObjectExpression
950¿ExpressionStatement¿¿1595¿¿¿¿{"start":{"line":7,"column":6},"end":{"line":9,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿ExpressionStatement
951¿AssignmentExpression¿=¿1595¿¿¿¿{"start":{"line":7,"column":6},"end":{"line":9,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/717/src/index.js"}¿¿AssignmentExpression
